masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus
801CBN012,33.91909,-117.82201,801,Orange,Other,22525701,SC,8,34.207,33.9194284,-117.82002,150,363,32850.5,5.8476,513.6282,0,487.5111,31.7143,2541,321.4634,0.0528,0.0317,0.383,1.501,0.295,-0.7664,1.27,66.4591,17.1852,6.1787,1.2492,0.1106,4.283647,2.225462,1,0,0,0,12.17208,7.147716,10.83827,2.565685,2.64854,3.156971,55,30,1,0,0,-Inf,Non-reference
517STC321,39.7081,-120.9279,517,Sierra,Forest,8059503,SN,5,47.4633,39.70808047,-120.9278553,1387,958,184862,12.35664336,2015.247706,7.52727273,4495.050407,86.7972028,1698,263.6181818,0.04525743,0.02516581,0.21327074,1.00922244,0.16030569,-0.67066106,6.04520796,119.5917226,5.94399509,7.03896592,0.03754856,0.2022107,0.11756452,0.16670069,0,0,0,0,0,0,0,0.65322908,0.5583556,0,11,6,0,0,7,-Inf,Non-reference
507CCCMxx,40.72917,-122.07583,507,Shasta,Forest,2763382,CH,5,166.3434,40.72914163,-122.0757624,336,1741,112398,13.75976563,1551.931398,5.465,4592.732323,91.69140625,2402,322.6,0.03253728,0.01362445,0.14764418,1.31472971,0.1786336,-0.61668347,2.2443688,115.0447604,6.6416363,3.42165132,0.06527156,0.2258261,0.13526236,0.35850748,1,0,0,0,0,0,0,3.05356949,2.10191701,1.80595657,37,7,0,0,2,-Inf,Non-reference
907M23327,32.8378,-116.78974,907,San Diego,Other,20334438,SC,9,5.9913,32.83892266,-116.78961668,460,325,33214.1992188,8,498.84615385,2.60097408,1292.12381417,45.4,2542,325.375,0.09976915,0.03137489,0.43622485,1.59109161,0.24082827,-2.31582969,5.15899992,149.58782791,4.9030046,3.625,0.03025328,0.16269518,24.86104852,24.86104852,16,0,0,0,28.8718642,28.8718642,37.5,6.72401756,6.72401756,5.43500682,17,17,3,0,0,-Inf,Non-reference
911M24949,32.80946,-116.43979,911,San Diego,Other,20325047,SC,9,3.50133148,32.8093902,-116.4399296,1515,353,53131.69922,8.90909091,805.4444444,2.09433889,4076.75,52.27272727,2037,286.5,0.11475371,0.03189319,0.45353815,1.58899999,0.176,-3.41907501,11.125,140.6431732,4.62259913,5,0.021585,0.16207101,0,0,0,0,0,0,1.85185185,1.85185185,0,0.99905965,0.99905965,0,0,0,0,0,0,0,Reference
507BCSFBM,40.4791,-121.595,507,Shasta,Forest,2765948,SN,5,9.464641,40.4787892,-121.59669,1899,902,187464.7,18.8929,2024.091,12.4545,9356.566,143.0357,1298,221.5455,0.036,0.0186,0.1721,1.147,0.1341,-0.3429,5.8995,135.5864,6.59,3.8312,0.0181,0.2769,0,0,0,0,0,0,0,0,0,0.4182742,0.4183876,2.088801,0,0,0,0,0,0,Non-reference
911S01818,32.86215,-116.52037,911,San Diego,Other,20325007,SC,9,31.07897,32.8616556,-116.52029,1134,644,53969.5,8.2474,791.6714,5.3333,3465.105,50.3196,2030,292.5641,0.1089,0.0316,0.4468,1.5153,0.2106,-1.6519,6.4518,144.9487,4.0202,2.5477,0.0344,0.1482,0.3474736,0.05644403,0,0,0,0,3.083828,2.370649,5.153782,0.5964784,0.2442075,0.7473843,5,1,1,0,4,0.66,Non-reference
113MLCTMR,39.54722,-123.72528,113,Mendocino,Other,2662279,NC,1,6.4278,39.54739865,-123.7251363,8,496,114060.7031,16,1323.8,4,2258.783325,109.2631579,1678,239,0.03377534,0.03591074,0.21049559,1.42700005,0.219,-0.68403173,2.3829999,81.15462494,3.1325531,1.97752297,0.049684,0.14099699,0.04200504,0.04200504,0,0,0,0,0,0,0,5.15933055,5.15933055,4.15219005,5,5,1,0,0,-Inf,Non-reference
205R01091,37.3575,-121.9732,205,Santa Clara,Other,948050173,CH,2,44.13,37.3575,-121.9732,19,961,37182.69922,9.130769,855.9898,1.245283,681,54.88462,2155,276.5472,0.04474192,0.03899999,0.2634143,1.46,0.26,0.53,2.44,59.86455,7.28,3.37,0.43,0.14,38.5693,94.96793,98,0,0,0,10.33259,4.918033,2.384738,7.48831336,12.70387263,14.41705037,63,14,3,0,0,-Inf,Non-reference
514SSC190,38.81763,-120.44086,514,El Dorado,Other,14982152,SN,5,101.1646,38.81763335,-120.4408652,1439,1598,128097.4,13.0032,1390.38,9.07377,4227.48,84.0518,1853,249.057,0.056932,0.017706,0.229332,1.4401,0.140921,-1.37246,7.67229,102.943,3.22396,1.59618,0.026753,0.149007,0.06405181,0.1671442,0,0,0,0,0.7517192,1.563992,0,1.703248,3.294246,10.485900000000001,6,1,0,0,0,-Inf,Non-reference
801STC149,33.76593,-117.67927,801,Orange,Other,22561184,SC,8,115.7834,33.7673956,-117.67985,269,1463,34388.3,7.2486,580.5399,1.0216,984.4274,41.0028,2536,319.8058,0.0557,0.0316,0.3866,1.5466,0.2964,-1.0889,3.0873,109.4558,6.504,3.4042,0.3019,0.1378,0.6030885,1.604481,0,0,0,0,3.833809,6.874373,2.020754,1.151063,2.270606,1.566344,56,15,2,0,1,0.14,Non-reference
408ACCR3x,34.22722,-118.93194,408,Ventura,Ag,948070330,SC,4,118.2015,34.22810045,-118.9331961,67,643,36119.69922,4.60773481,409.3656716,4.52356637,247.497517,28.14917127,2390,307.5390071,0.05752707,0.03018422,0.37316693,1.5594342,0.24430828,-0.16223041,3.2145819,73.78463502,10.39260811,0,0.55101702,0.18801843,43.88852933,40.10241163,2,0,0,3,17.28023756,15.32540469,14.40291705,1.42231007,6.16164865,2.55237279,446,48,0,0,0,-Inf,Non-reference
532CRNFSC,38.65306,-120.63111,532,El Dorado,Forest,20195032,SN,5,202.3245,38.65278727,-120.6307205,616,1740,103112,11.51294498,1255.272331,5.33469388,2924.266988,77.48543689,2141,304.1020408,0.05229034,0.02345296,0.24116486,1.23519457,0.19674631,-1.18829201,4.00339266,128.5274532,5.08560914,2.41001617,0.03301403,0.1792293,0.10942817,0.02282844,0,0,0,0,0,0,0,1.15486199,1.42505399,2.24176904,63,12,3,0,0,-Inf,Non-reference
207KIR115,37.99101,-121.89457,207,Contra Costa,Urban,2790277,CH,2,14.45367222,37.99076,-121.89455,66,508,42852.5,9,546.2222333,0,392.8275,52.82203333,2279,309.2222,0.05103333,0.05103333,0.32913333,1.37596667,0.26183333,-0.7464,0.558,69.09563333,6.5182,2.83216667,0.8606,0.12696667,1.13990283,1.18400621,5,0,0,0,4.14226984,4.30253623,12.7027027,1.71897845,1.645952,2.48886835,4,4,3,0,1,-Inf,Non-reference
R-4,34.13772,-118.16522,412,Los Angeles,Other,22515822,SC,4,94.968,34.13690515,-118.16768,208,1659,45345.89844,6.16151203,684.6774194,1.58870343,908.6971617,34.87972509,2543,313.6578947,0.05291822,0.03168619,0.38249906,1.59329685,0.26790737,-0.87747834,3.29202537,115.1735944,3.50317927,0.15789474,0.05645308,0.15075951,17.73692191,44.93722485,26,0,0,0,17.3085671,39.90706017,53.90070922,3.98472031,10.50910843,9.94068735,62,8,1,0,0,-Inf,Non-reference
207MTD060,37.94405,-121.93749,207,Contra Costa,Other,2790329,CH,2,41.11964233,37.944153,-121.93735,113,1056,49085.80078,8.57083333,573.8259,0.2786,423.962,53.98116667,2212,303.9528,0.0506,0.0506,0.32476667,1.5013,0.2957,0.1363,1.53656667,70.17666667,8.11303333,4.86826667,0.2159,0.14276667,8.49862078,12.30700807,58,0,0,0,5.70953194,7.67520173,19.59972395,2.70432812,3.26462929,11.62762898,44,42,18,0,2,-Inf,Non-reference
905DGUT1x,33.17601,-116.85052,905,San Diego,Other,20329534,SC,9,22.02557,33.1767768,-116.85011,333,947,39363,7.0137,654.2653,3.9259,2072.436,42.9726,2526,330.6667,0.0879,0.0308,0.4254,1.519,0.228,-3.0335,4.5209,146.485,4.9059,2.3912,0.0253,0.1648,0.00408463,0.00794597,0,0,0,0,0.9394657,0.7151371,0,0.1310138,0,0,0,0,0,0,0,1.64,Non-reference
906DCCDC1,32.94994,-117.19289,906,San Diego,Other,20331158,SC,9,6.6699,32.94981561,-117.1924651,39,156,25156.2,6.14285714,320.3846154,0,431.4142805,36.71428571,2161,270.2,0.08333138,0.03104379,0.41771469,1.5706066,0.22923264,1.37455036,6.69865379,21.40015875,1.82239725,1.09556706,0.27747021,0.12535638,25.50263122,22.81144781,20,0,0,0,0.32384294,0,0,4.41496307,3.93921408,0.98870171,16,10,0,0,0,-Inf,Non-reference
507DCABSF,40.44283,-121.72449,507,Shasta,Forest,2766674,SN,5,24.95696,40.44288699,-121.7245803,1126,1671,110781.2,15.5263,1620.16,7.71429,6663.75,111.987,1824,253.536,0.035849,0.018985,0.172908,1.13607,0.14459,-0.378076,4.51797,128.513,6.26247,3.65947,0.018207,0.268504,0,0,0,0,0,0,0,0,0,2.298404,5.446164,4.038393,1,1,0,0,0,-Inf,Non-reference
SMC00446,34.02018,-118.04627,405,Los Angeles,Other,22521007,SC,4,3.8169,34.0201858,-118.04625,63,287,34453,6,406.4445,0,446.1333,31.6667,2510,325.75,0.0528,0.0317,0.3828,1.5232,0.2904,0.1973,4.125,44.898,11.8841,4.4166,0.8638,0.1154,65.4091,65.4091,85,0,0,0,26.69182,25.15916,12.77034,9.568765,9.568765,7.599389,5,5,2,0,1,2.13,Non-reference
206PET070,38.1984,-122.70437,206,Sonoma,Other,1669491,CH,2,20.04167832,38.1982318,-122.70439,62,307,76082.89844,11.0317,1002.9583,1,801.0552667,69.9524,2107,270.75,0.04336667,0.04876667,0.28133333,1.47936667,0.281,-0.26243333,1.05563333,128.4470333,4.7638,4.59726667,0.04373333,0.0508,0.09436506,0.09436506,0,1,1,0,2.13444774,2.13444774,6.51685393,0.77185976,0.77185976,2.05377062,7,7,2,0,0,-Inf,Non-reference
403WE0682,34.57066,-118.38974,403,Los Angeles,Other,17569981,SC,4,38.040638,34.5704221,-118.39079,845,671,41840.39844,5.5345,465.9419,0.617,612.8856,33,2266,309.6808,0.0554,0.0308,0.3772,1.5773,0.2224,-1.4196,4.8225,112.0972,5.6601,4.3241,0.0751,0.1609,0.12297214,0.10709406,0,0,0,0,5.14118148,6.24099856,6.49284254,0.27104262,0.41159009,0.85496928,1,1,1,0,0,-Inf,Non-reference
719NP7BNC,33.86821,-116.77257,719,Riverside,Other,22591845,DM,7,4.110689,33.86807372,-116.772727,1090,1317,35696.7,7.91667,660.8,3.8,3582.13,49.0833,2481,281,0.086857,0.030089,0.429477,1.54537,0.097615,-3.41908,8.587,140.643,4.6226,2.09434,0.021585,0.162071,0.08760403,0.08760403,0,0,0,0,0.4161191,0.4161191,0,0.5854468,0.5854468,0,0,0,0,0,0,-Inf,Reference
907S05514,32.97974,-116.74246,907,San Diego,Other,20332496,SC,9,174.0033,32.9797401,-116.74247,264,1560,36145.8,7.1331,531.3732,3.227033,1527.668,43.75247,2533,334.5767,0.0972,0.0972,0.4341333,1.551367,0.2258667,-2.0191,5.127967,150.4422,4.1336,2.345167,0.03116667,0.1507667,0.2849622,0.07542426,0,0,0,0,5.594774,1.789231,2.229102,1.307835,0.2813443,0.7654232,74,1,0,0,0,-Inf,Non-reference
801RB8262,33.89362,-117.57578,801,Riverside,Urban,0,SC,8,660.1138,33.8933941,-117.57593,173,1552,26649.9,6.022,343.8842,0.4724,613.7001,32.7735,2646,348.0238,0.0573,0.0315,0.3893,1.6056,0.2739,-1.3532,3.8084,103.6256,3.9692,2.1435,0.0604,0.1483,24.72348,86.45764,84,3,0,0,16.4825,10.27981,9.659091,4.541483,11.0972,9.424853,846,40,3,0,0,1.92,Non-reference
204ALA410,37.50866,-121.82924,204,Alameda,Other,2806979,CH,2,361.1862,37.50844405,-121.8291516,128,1194,59287.39844,10.00089606,623.9647202,0.64814815,732.9191293,58.47043011,2103,285.9328704,0.04525767,0.03833113,0.26588242,1.52285363,0.28579619,-0.7202491,3.09947099,97.5266328,4.19520737,3.81671188,0.12507778,0.05739267,0.03089819,0.04572265,0,0,0,0,2.15714222,3.52521604,10.1400934,0.55165201,1.30611655,1.92439276,35,11,2,0,0,-Inf,Non-reference
911TJIND2,32.89752,-116.50406,911,San Diego,Forest,20324959,SC,9,10.92247,32.8973878,-116.50434,1425,353,58204.9,7.9412,798.76,4.3571,3703.939,48.2941,2010,292.5714,0.11,0.0316,0.448,1.4986,0.218,-1.4,5.0252,138.5801,3.6755,2.542,0.0361,0.1427,0.7994725,0.8058486,0,1,1,0,3.651199,3.680319,1.789077,1.086003,1.096567,0.3793356,4,4,0,0,0,0.25,Reference
632PSN001,38.73019,-119.63489,632,Alpine,Forest,8922751,SN,6,7.881716,38.7295949,-119.63484,1984,742,50622.89844,10.7273,607.5263,10.625,4386.1426,79.9545,1475,237.875,0.0783,0.0115,0.2696,1.2983,0.2302,-0.33,7.0529,140.088,6.7408,4.0078,0.0197,0.2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
402M00002,34.31063,-119.29916,402,Ventura,Other,17586972,SC,4,557.8835,34.31063,-119.29916,30,1797,41314.2,5.838073,665.8298,0.05934718,390.8457,32.28671,2208,304.6157,0.06117867,0.02806261,0.3544545,1.535605,0.2692647,-0.3958503,2.019081,63.00413,4.609078,2.037894,0.911244,0.1240378,1.981977,9.532741,28,3,5,0,6.745756,11.46538,24.41498,1.47531036,3.01945004,5.00947681,337,24,1,0,0,0.75,Non-reference
SMCR8_026,33.57734,-117.83974,801,Orange,Other,20355620,SC,8,4.7277,33.57615244,-117.8401117,19,342,28579.5,6,353.2727273,6.26236297,409.9866638,33.53333333,2259,289.6,0.05641301,0.03148575,0.38657022,1.51505896,0.28758468,-0.75865099,1.3234,66.39695269,17.49088927,0,1.27196836,0.110466,24.42413859,24.42413859,34,0,0,0,24.11955073,24.11955073,37.04775687,5.32756993,5.32756993,4.5697995,6,6,1,0,0,-Inf,Non-reference
518SED093,40.15516,-120.95736,518,Plumas,Forest,0,SN,5,88.42119,40.155265,-120.95767,1098,1178,87877.9,8.9529,1005.916,7.5872,2945.894,69.1703,1765,289.9817,0.0424,0.0209,0.195,1.5228,0.144,-0.0432,3.3721,83.0164,3.8566,3.8224,0.0602,0.1515,0.0356216,0.07016649,0,0,0,0,1.436059,1.910442,4.318489,1.701015,1.731971,2.501068,10,6,0,0,1,-Inf,Non-reference
SMC09443,34.51377,-120.06572,315,Santa Barbara,Other,17593393,CH,3,2.323656,34.5138421,-120.06587,272,486,51275.6,5.8571,647.5,0,315.2667,34.4286,2271,280.6667,0.0629,0.0264,0.3212,1.517,0.201,-0.7433,1.46,69.5252,3.2505,1.677,0.9986,0.1319,0,0,0,0,0,0,3.416149,3.416149,2.466091,3.122179,3.122179,1.677494,0,0,0,0,0,-Inf,Non-reference
403S02139,34.67160221,-119.0171968,403,Ventura,Other,17567345,SC,4,42.06812106,34.6716022,-119.0172,1386,760,54550.39844,6.3182,703.117,0,483.4987667,35.2652,1739,280.1132,0.06026667,0.0285,0.35783333,1.4827,0.2456,-1.4205,16.2107,137.5305667,4.1655,1.69343333,0.2418,0.14623333,0,0,0,0,0,0,0.42572309,0.559341,0,0.10476054,0.12702866,0,4,1,0,0,0,0,Reference
535CR0016,37.59637606,-121.1287613,535,Stanislaus,Ag,2820014,CV,5,630.792,37.59635943,-121.12884,9,448,28354.4,7.1772867400000004,413.1795407,0.3631579,407.1072234,42.57040082,2426,347.1315789,0.04011587,0.01928526,0.21638414,1.58627564,0.27669809,0.22938391,3.22721793,68.25332708,3.36669974,1.83446249,0.09638313,0.15620205,6.22859833,1.03707415,1,35,93,90,35.1579443,0,0,1.71814368,0.99673881,0.80311152,323,0,0,0,0,-Inf,Non-reference
635BRC001,39.38406,-120.01957,635,Nevada,Other,8933688,SN,6,39.59908,39.3839093,-120.02086,1631,1596,53437.4,12.296,1150.957,15.413,4748.361,90.136,1539,215.5,0.0591,0.0133,0.2081,1.3721,0.1965,-0.7692,2.3827,118.1259,5.9585,3.2646,0.0349,0.2585,0,0,0,0,0,0,0,0,0,0.490389,0.6552297,0.2147469,0,0,0,0,0,-Inf,Reference
207CE0742,37.87527,-122.06194,207,Contra Costa,Other,2789375,CH,2,7.783342,37.8742108,-122.06153,66,266,54682.10156,9.7083,638.4211,0.2222,471.2952,57.6667,2216,295.5555,0.0496,0.053,0.3167,1.5269,0.3002,-0.767,1.9105,66.7848,16.7234,6.0157,1.26,0.1117,35.26352288,35.26352288,43,0,0,0,39.11234397,38.99676375,33.93316195,6.20203491,6.20203491,7.74895931,14,14,8,0,0,-Inf,Non-reference
205CYCBBC,37.126,-121.481,205,Santa Clara,Forest,0,CH,2,190.4731,37.1262177,-121.48118,317,793,58588,9.2525,601.2083,0.3652,562.5509,54.9678,2148,314.5261,0.043,0.032,0.2442,1.5306,0.2816,-0.6895,3.4022,99.1351,4.4801,3.8237,0.1508,0.087,0.00472472,0,0,0,0,0,0.5721629,0.3996233,0,0.2310753,0.3386774,0,9,8,0,0,0,-Inf,Reference
518RCCST2,39.96008,-120.49165,518,Plumas,Other,8030630,SN,5,207.0828,39.95985575,-120.491823,1653,867,58969,7.86053883,778.3109244,8.82995951,3518.019866,60.95245642,1630,265.9352227,0.0498633,0.01849004,0.20248263,1.5231201,0.19115594,-0.18481146,2.56976813,68.75902659,4.57631202,2.53430403,0.03743014,0.22078126,0.03172644,0.01995659,0,0,0,0,0,0,0,0.3539353,0.26128452,0.8216224,22,5,0,0,0,-Inf,Reference
544CR1040,38.1185,-121.5094,544,San Joaquin,Other,1909502,CV,5,183.3552,38.11829917,-121.5097018,0,13,40127.69922,8.55456172,418.9326923,0.16818182,386.6989239,52.30948122,2388,330.1181818,0.05214215,0.05611797,0.33494491,1.43278689,0.24849971,2.10662055,6.922688,2.22647691,1.517079,0.963552,0.11041,0.12359028,1.96929239,1.26582279,1,89,86,70,3.65487316,3.22262223,0.62724014,1.21120293,0.8814955,0.20222213,187,25,0,0,0,-Inf,Non-reference
113GAR089,38.90824,-123.35092,113,Mendocino,Forest,2666257,NC,1,9.477838,38.9081704,-123.35105,301,294,118847.8984,12.871,1381.0952,1.9167,1267.774,81.2581,2192,304.4167,0.033,0.0377,0.2127,1.4894,0.1933,-0.6839,4.636,81.5262,3.1367,1.9961,0.0498,0.1406,0.02844411,0.02891009,0,0,0,0,4.59846402,4.50997398,2.70742358,2.99740285,2.96168933,4.0121469,4,4,0,0,0,-Inf,Non-reference
408CAL008,34.27387,-118.85857,408,Ventura,Other,17563888,SC,4,1.507029,34.2748373,-118.85951,194,191,35892.4,4,385.3333,0,226.1,26,2437,310.5,0.0573,0.0301,0.3725,1.5896,0.2721,-0.7469,5.351,86.5925,3.3785,0.9177,1.2803,0.1173,1.540284,1.540284,3,0,0,0,12.08531,11.25592,23.674,0.669719,0.669719,1.474907,2,2,2,0,0,-Inf,Non-reference
514RFR2xx,38.89092,-121.12414,514,Placer,Other,15007315,CH,5,30.63937042,38.89080621,-121.1235833,213,298,72362,9.4,894.9859155,2.91666667,1217.934409,61.37894737,2276,336.1388889,0.04991244,0.04702458,0.29923533,1.54295961,0.29340267,-0.92156796,2.24050389,141.3165341,5.8321397,3.65525641,0.02885587,0.25034825,31.77852842,21.68083592,2,0,0,0,0,0,0,7.26050383,6.09821116,4.40277462,131,86,4,0,2,-Inf,Non-reference
R5BIO-038,38.41613,-119.7399,534,Tuolumne,Forest,346305,SN,5,61.4826,38.41624786,-119.7399278,2004,1421,111611,12.58549223,1375.707143,21.86666667,5653.885026,91.89119171,1252,195.4533333,0.06224132,0.011460680000000001,0.23819597,1.28796385,0.12598948,-1.15108527,10.73006154,146.6142767,5.05665712,2.69487782,0.02339752,0.21753647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
RC2,37.79551,-120.26385,536,Tuolumne,Forest,17078647,CH,5,0.68880529,37.79468578,-120.2638108,614,171,82279.2,9,777,2,1110.27002,54,2177,333,0.03650025,0.01189689,0.19219814,1.45006001,0.25720258,-0.33447811,1.903,169.0868067,7.65493463,5.44372349,0.02800549,0.22305833,0,0,0,0,0,0,0,0,0,2.92117959,2.92117959,2.92117959,0,0,0,0,0,-Inf,Non-reference
103WE1072,41.84402,-124.00182,103,Del Norte,Forest,22226752,NC,1,759.120603,41.8438489,-124.0028,80,1827,205744.2969,18.8631,2787.6125,14.2386,8574.0371,139.4448,1705,276.3562,0.0326,0.0151,0.1444,1.4163,0.2007,-1.2718,1.7009,114.6613,2.6875,18.1701,0.0953,0.112,0.33835612,1.89760356,3,0,0,0,2.50246002,5.27486602,12.34501348,0.64821948,1.19632303,2.60696903,40,3,0,0,1,-Inf,Non-reference
404BA0376,34.11648,-118.66164,404,Los Angeles,Other,20364947,SC,4,1.092278,34.1159699,-118.66184,372,218,54589.30078,8,582.6667,0,365.8333,40,2575,334,0.0557,0.0309,0.3782,1.568,0.257,-0.6658,3.17,90.8439,12.6726,5.4229,0.6566,0.2113,8.90354493,8.90354493,5,0,0,0,29.6784831,29.59604287,28.3641161,6.87005221,6.87005221,6.46809353,0,0,0,0,0,0.67,Non-reference
MC08,37.948,-121.701,544,Contra Costa,Ag,1896910,CV,5,209.1006,37.94712329,-121.7012528,20,1141,34622.1,8.71981424,495.7184874,0,398.3058733,52.9504644,2319,313.904,0.05050855,0.0534953,0.32190674,1.49144007,0.29336065,-0.45052658,1.52583237,65.26086367,11.90389093,4.70676405,0.86182053,0.12087176,8.28247265,61.07706514,60,1,11,8,1.29081409,0,0,2.66412108,10.58241806,13.82490472,154,92,4,0,0,-Inf,Non-reference
403FCA038,34.42472,-118.55861,403,Los Angeles,Other,17575849,SC,4,924.459784,34.4248918,-118.55909,337,1711,40033.60156,5.932,445.8598,0.1655,599.124,33.7546,2568,326.1646,0.0545,0.0311,0.379,1.5894,0.1957,-0.9158,4.5893,116.3098,5.5747,2.995,0.1746,0.1507,8.31652343,54.97844546,49,0,1,0,9.06021582,20.51208361,41.35864136,1.96886253,7.49670815,3.98547501,739,59,0,0,1,-Inf,Non-reference
202PES120,37.26695,-122.30935,202,San Mateo,Forest,17688091,CH,2,113.5686215,37.266924,-122.30871,63,764,87301.60156,11.33606667,863.2773333,2.9297,1297.1127,72.7098,2062,271.5209333,0.04483333,0.04483333,0.26663333,1.4698,0.20563333,-0.75953333,4.1267,68.24933333,6.56563333,3.00443333,0.7668,0.13213333,0.01981202,0.02658262,0,0,0,0,5.67337106,6.43299282,13.24544884,3.22467007,2.98212668,5.77636177,43,16,3,0,0,-Inf,Non-reference
205COY585,37.09003,-121.46985,205,Santa Clara,Other,17694881,CH,2,209.71,37.09,-121.4699,269,842,61918.19922,9.296754,600.3753,0.3824701,550,55.21793,2185,314.251,0.0429155,0.03186919,0.2434906,1.53,0.28,-0.7,3.4,98.66876,4.65,4.28,0.17,0.04,0.0055793,0.00669456,0,0,0,0,0.6308905,1.164854,2.666667,0.34243381,0.65755504,0.9571439,11,5,0,0,0,-Inf,Reference
801S07485,33.94733,-117.61405,801,San Bernardino,Urban,22563070,SC,8,199.0026,33.94733648,-117.6140583,165,2535,28244.1,5.97087,600.87,0.281513,599.826,32.8948,2654,324.891,0.05258,0.031764,0.382874,1.65691,0.206869,1.27882,11.0691,35.5875,1.93075,1.15772,0.091893,0.128693,50.90089,26.37115,20,6,50,43,14.79327,21.87077,32.08333,6.875849,4.959426,6.752198,230,4,1,0,0,-Inf,Non-reference
526T00003,41.45341,-120.28429,526,Modoc,Forest,7927525,DM,5,15.2514,41.45335441,-120.284768,1729,788,47460,12.375,796.3030303,11.36842105,6075.911935,97.64583333,1409,241.7368421,0.04436426,0.01391324,0.17635867,1.40814758,0.18578934,-0.83234565,1.78689063,85.88788193,5.44651442,2.98109895,0.01654295,0.24842011,0,0,0,0,0,0,0,0,0,0.55688812,0.44809706,1.79584631,0,0,0,0,0,-Inf,Reference
509PS0049,40.26302,-121.40781,509,Tehama,Other,8020392,SN,5,71.47837,40.2630735,-121.40776,1405,989,113036,11.7342,1350.182,10.3176,4751.759,85.1532,1573,266.1882,0.0383,0.0212,0.1861,1.241,0.1758,-0.3829,4.9255,130.504,6.3579,3.7642,0.0192,0.2711,0.08940151,0.1766697,0,0,0,0,0.6887694,1.274012,5.960729,1.491193,2.113303,4.451689,4,3,0,0,0,-Inf,Non-reference
801MIC074,34.08167,-116.8887,801,San Bernardino,Forest,22558966,SC,8,15.3189,34.08231684,-116.8901145,1859,1552,62987.30078,9.7826087,1027.914286,1.54813694,3556.901815,57.36956522,1633,234.05,0.08153671,0.03003103,0.42396353,1.53643204,0.09504937,-1.7622087,8.61943066,156.5787177,3.49589254,4.45,0.02382167,0.14029042,0.01175019,0.0117571,0,0,0,0,0.10575172,0.10581389,0,0.10319068,0.10324928,0.46209562,1,1,1,0,0,0,Reference
906DCCDC3,32.95064,-117.18456,906,San Diego,Other,20331158,SC,9,6.0399,32.95003967,-117.1868987,47,148,26215.1,6.15789474,321.5833333,0,431.4142805,36.78947368,2261,271.25,0.08336815,0.03104344,0.41776306,1.56445435,0.22966666,1.32492019,6.2012608,22.75900801,1.83871968,1.10291446,0.2868853,0.12528079,26.21069885,25.06071645,26,0,0,0,0.35762182,0,0,4.73336139,4.61391766,2.10141877,16,16,0,0,0,-Inf,Non-reference
204R01007,37.8127,-122.158,204,Alameda,Forest,2804885,CH,2,3.27,37.8127,-122.158,200,287,67246,11,702.25,0.25,615,64.6,2061,259.75,0.04876305,0.0517629,0.3103121,1.53,0.3,-0.9022839,1.956,90.6508,5.86888,3.603911,0.0731105,0.14,0.1108647,0.1108647,0,0,0,0,2.937916,2.937916,1.092896,0.35895686,0.35895688,0.1308311,0,0,0,0,0,-Inf,Reference
519ALCAFB,38.6375,-121.19852,519,Sacramento,Urban,15022637,CV,5,28.1952,38.63761946,-121.1985622,46,206,50757.6,8.43820225,643.9848485,0.88888889,716.0255554,53.69662921,2397,344.7777778,0.05188004,0.05322929,0.32521587,1.52629447,0.28512869,-0.61726316,1.90804876,109.1546528,3.94888379,2.76247152,0.05561949,0.19651498,21.08656793,20.17048482,11,0,0,0,0.00638407,0,0,4.58619656,4.74790846,2.31852787,90,24,1,0,1,-Inf,Non-reference
519PGCR20,38.77,-121.3135,519,Placer,Urban,15034479,CV,5,9.369603,38.7699581,-121.31375,35,43,50331.1,8,605.6316,1.2,595.8555,52.3667,2418,351.4,0.05213333,0.05613333,0.3334667,1.6725,0.2581667,-0.7932,2.293267,81.8993,3.4352,1.1597,0.073,0.1169,65.21906,65.21906,70,0,0,0,37.82667,34.34858,30.20739,10.25813,10.25813,12.02449,39,39,2,0,1,-Inf,Non-reference
904M21782,33.15476,-117.03441,904,San Diego,Ag,20342575,SC,9,49.6404,33.153595,-117.034729,217,516,31630.30078,6.149351,476.486957,2.319735,941.19078,37.850649,2526,328.05,0.082816,0.030814,0.419317,1.602985,0.24054,-3.137545,4.923749,144.047149,4.838749,0.966667,0.023641,0.158488,1.129524,1.859888,17,2,1,10,5.7147,6.764888,22.418605,2.314103,2.21465,5.240042,35,7,4,0,0,3.91,Non-reference
