masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus
204R00063,37.7966,-122.19970000000001,204,Alameda,Urban,2803789,CH,2,1.82,37.7966,-122.19970000000001,68,350,60451.30078,10.42857,662.8,1,597,63,1955,242.3333,0.04854554,0.05132859,0.3083626,1.53,0.3,-0.36,1.62,175.5091,6.82,13.49,0.09,0.14,38.20778,38.20778,61,0,0,0,49.38454,49.3353,32.98969,12.72162999,12.72163047,12.65487791,1,1,1,0,0,-Inf,Non-reference
105PS0097,41.73897,-123.35637,105,Siskiyou,Forest,4439234,NC,1,233.8952,41.7415719,-123.35549,404,1852,140475.2,17.7916,2038.566,8.847,5600.24,121.4545,2042,284.2313,0.0314,0.0099,0.1248,1.473,0.1645,-0.855,4.6878,149.8205,5.5843,5.0236,0.0513,0.1111,0.00346295,0.00223005,0,0,0,0,2.205899,4.71656,5.292599,0.5368591,0.6225193,1.070536,6,4,0,0,0,0.53,Non-reference
532MKN078,38.60347,-120.43195,532,El Dorado,Forest,20195400,SN,5,11.15459,38.6014528,-120.42046,1400,450,118662.2,11,1366.704,6.7857,3173.828,77.8857,1861,290.6429,0.0526,0.0207,0.2357333,0.9540667,0.1357,-1.075667,4.8978,96.03427,4.9846,2.623533,0.0184,0.2281,0,0,0,0,0,0,0,0,0,0.01635722,0.02100017,0.02084144,0,0,0,0,0,-Inf,Reference
603SED054,37.75389,-118.96542,603,Mono,Other,20274997,SN,6,90.45489,37.7538706,-118.96534,2246,1279,46893.7,12.8853,761.2919,8.7757,2903.6,92.3154,1530,236.6075,0.0468,0.0115,0.2086,1.2586,0.1402,0.3201,6.3513,105.9748,3.9454,2.4321,0.0337,0.2411,0.667655,1.766636,0,0,0,0,0.2606939,0.6956293,0,0.544106,1.029557,0,13,10,0,0,0,-Inf,Non-reference
504LCCSRx,39.88611,-121.64944,521,Butte,Forest,2770138,CH,5,6.383942,39.8853132,-121.65031,696,364,161966.4,12,1670.533,4,3051.25,80.7368,2174,317.4286,0.0391,0.0291,0.2126,1.2067,0.157,-0.8892,2.475,79.7478,5.2999,2.8648,0.0162,0.2444,0.0704523,0.07065141,0,0,0,0,1.099056,1.102162,0,3.066205,3.061982,0.7232611,2,2,0,0,0,-Inf,Non-reference
403M05884,34.43647,-118.14693,403,Los Angeles,Other,17574527,SC,4,14.7177,34.43786753,-118.147475,952,1034,28243.59961,6.79545455,557.1621622,0.89473684,759.8452497,40.79545455,2253,294.2631579,0.05321273,0.03161301,0.38215926,1.61059756,0.16464002,-2.44508361,5.4697212,167.503198,5.85422127,2.60939888,0.05450137,0.16866198,0.07338103,0.04413063,0,0,0,0,0,0,0,0.08326589,0.01171262,0.11089327,0,0,0,0,0,-Inf,Reference
404S34120,34.16558,-118.78918,404,Los Angeles,Other,948070152,SC,4,8.22069555,34.1655975,-118.78917,312,377,44098.60156,5,442.6316,0,315.8301667,28.3077,2568,336.3,0.0567,0.0305,0.3752,1.5754,0.29226667,-0.74763333,4.20536667,67.3685,17.65746667,6.37746667,1.26373333,0.11123333,28.45243314,28.45243314,15,0,0,0,21.75580886,21.69004822,13.58490566,6.99440767,6.99440767,4.7732626,15,15,0,0,0,-Inf,Non-reference
204AVJ090,37.75769,-122.1469,204,Alameda,Urban,2803829,CH,2,1.52435426,37.758133,-122.1467,68,253,57795.60156,10.16666667,646,1,593.5777667,62.16666667,1943,238,0.0486,0.0486,0.3072,1.53,0.301,-0.5948,1.956,139.0478,6.66176667,4.4603,0.06513333,0.1442,34.45825933,34.45825933,40,0,0,0,53.75962108,53.70041445,49.54751131,8.96850713,8.96850713,9.31326487,7,7,1,0,0,-Inf,Non-reference
SMC24921,33.87828,-117.55361,801,Riverside,Urban,22560746,SC,8,450.0484,33.878246,-117.55355,189,1543,25947.1,6.1045,362.1237,0.5213,462.4182,33.4863,2672,348.4267,0.0556,0.03153333,0.3868,1.629167,0.2727,0.3711,3.448933,54.18133,2.889867,1.6212,0.0942,0.1387,15.35212,69.88991,93,2,0,0,13.18116,11.17127,6.397897,3.283956,8.833072,11.10599,465,31,6,0,1,4.8,Non-reference
802S11394,33.71296,-116.7678,802,Riverside,Other,22536110,SC,8,32.65859,33.7129593,-116.7678,927,2220,39036,6.8409,607.7982,3.682533,3490.115,41.8235,2413,304.2508,0.08773333,0.08773333,0.4296667,1.6111,0.1663333,-3.4191,10.7015,140.6432,4.6226,2.0943,0.0216,0.1621,0.7667485,0.3697834,0,0,0,0,9.52092,9.310618,0,2.906453,2.534891,0,10,2,0,0,0,0.14,Non-reference
206PET130,38.24295,-122.59433,206,Sonoma,Other,1670219,CH,2,11.62689973,38.2432635,-122.59425,14,684,61045,11.8333,1119,0.875,839.8388667,71.0833,2170,287,0.0453,0.05153333,0.29616667,1.43526667,0.23146667,0.75976667,0.79693333,52.01316667,2.6438,1.29716667,0.0725,0.1351,2.16094803,7.66262404,43,0,0,0,4.29091472,14.93936053,42.80155642,0.95062332,2.94469763,7.78952143,4,4,1,0,0,-Inf,Non-reference
315ARH101,34.4817,-120.14088,315,Santa Barbara,Other,0,CH,3,10.62425,34.4817976,-120.14056,27,835,54152.6,5.6,604.2083,0,317.4111,31.9714,2315,256.1538,0.063,0.0264,0.3189,1.5148,0.2116,-0.7381,1.5048,69.3619,4.4508,2.1894,0.8906,0.1303,0,0,0,0,0,0,0.7456995,0.7456995,2.961276,1.026758,1.026758,2.334901,0,0,0,0,0,-Inf,Non-reference
631KIR003,38.3372,-119.51928,631,Mono,Other,10744540,SN,6,4.856046,38.3371445,-119.52047,2120,601,60178.7,9.9333,777.5,12.6667,5067.16,73.4667,1377,234.5,0.0639,0.0112,0.2413,1.2281,0.1467,-0.3495,6.2155,140.2639,6.7011,3.9768,0.0198,0.271,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-Inf,Reference
508SHA912,40.5321,-122.29147,508,Shasta,Other,2494812,CH,5,152.4933,40.53203854,-122.291323,143,703,84129,8.67094017,1237.225352,3.0326087,3200.350636,61.04700855,2443,358.5380435,0.03265251,0.01553348,0.15258147,1.51496706,0.23416837,-0.98070525,1.44587346,92.61617936,5.5915748,2.17236802,0.06156175,0.16720253,3.51812178,7.59635187,6,1,0,1,1.12608226,0,0,2.49322879,2.48218409,1.7357324,120,11,1,0,0,-Inf,Non-reference
201LAG220,38.01611,-122.72297,201,Marin,Other,5329621,CH,2,84.57473293,38.016385,-122.72295,44,744,97507.20313,10.8758,1091.134333,0.36303333,903.2026667,68.86813333,2046,269.2146333,0.04466667,0.04466667,0.2875,1.46843333,0.22273333,-0.40103333,1.79336667,160.4906333,5.98146667,7.5862,0.0503,0.12246667,0.75216767,0.68040213,0,0,0,0,8.54087983,10.64561752,7.99373041,1.91766714,2.61488934,2.22260016,41,16,0,0,0,-Inf,Non-reference
105CE0269,41.78232,-122.47448,105,Siskiyou,Ag,3917126,NC,1,17.49343,41.7813929,-122.47492,806,180,32315.69922,10,418.5122,15.45,3661.8538,69.8364,1923,317.7,0.0309,0.0079,0.1175,1.3304,0.2526,1.1259,0.537,51.6711,3.343,2.029,0.0787,0.1628,1.65688999,1.75993026,11,56,59,67,3.40640115,3.60703972,11.83673469,1.49634759,1.45694415,2.38561835,1,1,0,0,0,-Inf,Non-reference
506LBC5xx,40.76828,-122.44178,506,Shasta,Forest,7965749,CH,5,7.0497,40.76720721,-122.4439241,433,926,179011,13.27272727,1923.4,9.25,5048.194499,86.31818182,2149,327.125,0.03214473,0.01376102,0.14439075,1.40422503,0.19919985,-0.82730371,1.95024995,115.8018799,5.6229229,3.88453507,0.034435,0.27073899,0.025533,0.025533,0,0,0,0,0,0,0,1.85335714,1.85335714,2.08232361,0,0,0,0,1,-Inf,Non-reference
SMC00208,34.24464,-117.90908,405,Los Angeles,Other,22522819,SC,4,128.2347,34.24478351,-117.9076453,554,1888,65763.60156,7.44444444,980.1638225,1.84751838,1032.516162,44.16537468,2238,310.2292994,0.05252414,0.03175799,0.3826391,1.53911874,0.16903331,-1.93766066,5.56016143,156.9184533,4.3803382,0.47133758,0.03835972,0.16056966,0.05193602,0,0,0,0,0,1.63247545,1.33120564,2.65177948,0.05588008,0.33392106,0.91261056,9,9,1,0,0,0.97,Reference
904M21720,33.15678,-117.28243,904,San Diego,Urban,20341899,SC,9,3.1959,33.15678,-117.28243,34,137,27030.8,6,381,0,466.8667,36.2,2185,281.25,0.07530746,0.03095672,0.4097885,1.588189,0.2519169,-2.660619,3.345909,120.4165,4.247549,1.986706,0.2922962,0.1542219,51.26404,51.26404,6,0,0,0,21.76966,21.68539,19.6468,7.090945,7.090945,1.53644,3,3,0,0,0,1.11,Non-reference
SMC00206,33.54359,-117.65963,901,Orange,Other,20350529,SC,9,90.37126,33.5451478,-117.65998,74,1660,29440,6.4064,503.6567,0.5364,934.9949,36.9505,2411,312.1273,0.0578,0.0315,0.3893,1.5572,0.2857,-0.3833,4.1964,79.8055,5.2265,2.5433,0.4476,0.1289,22.88888,47.89112,8,0,0,0,10.42188,14.34411,10.37796,4.734978,8.197486,0.5730892,207,14,0,0,0,1.06,Non-reference
554DCT095,35.99436,-118.26631,554,Tulare,Forest,14960789,SN,5,6.621451,35.9944647,-118.2664,2110,743,46316.8,8,405.1875,2,1569.773,49,1443,254.8571,0.06946667,0.0181,0.2805333,1.386867,0.2134333,-0.9497667,7.532,129.523,2.811133,2.288567,0.04163333,0.1294667,0,0,0,0,0,0,0,0,0,0.06240188,0.06240188,0,0,0,0,0,0,-Inf,Reference
113GAR015,38.89312,-123.50885,113,Mendocino,Forest,2666843,NC,1,138.122529,38.8931351,-123.50899,109,716,114220.2969,12.8364,1385.3762,3.0424,1284.2668,79.9227,2104,307.2,0.033,0.0377,0.2128,1.4889,0.2063,-0.6812,3.6537,81.177,3.129,1.9924,0.0497,0.141,0.01563844,0.05282465,0,0,0,0,2.75627492,3.27219369,5.11111111,2.88387071,3.6267486,3.88747466,22,5,2,0,0,-Inf,Non-reference
403WE0558,34.49347,-118.45703,403,Los Angeles,Other,17574011,SC,4,65.791672,34.4933294,-118.45834,495,1021,42088.30078,5.9261,470.4133,0.3625,614.8948,34.0148,2471,317.6125,0.0554,0.0308,0.3768,1.56,0.2321,-1.3052,3.7433,97.8087,6.1722,5.0813,0.1283,0.1673,0.16825115,0.53086607,1,0,0,0,4.7657479,4.73987563,8.09199319,0.17657211,0.06237355,0,5,3,0,0,0,-Inf,Non-reference
634GEN001,39.04401,-120.14319,634,Placer,Other,8941733,SN,6,16.47874,39.0442523,-120.1438,1960,684,63510.1,13.5,1259.425,9.2273,4388.333,97.42,1394,234.6364,0.0582,0.0149,0.2172,1.4818,0.109,-1.5621,8.409,121.5973,3.195,1.5632,0.0251,0.1557,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,-Inf,Reference
526PS1420,41.36567,-120.45832,526,Modoc,Other,7928707,DM,5,75.85264,41.36560478,-120.4582741,1388,1253,32547.6,11.6822,573.96,12.0316,5745.49,92.4407,1723,261.421,0.043544,0.014021,0.174741,1.34593,0.165724,-0.376637,7.10136,134.382,6.61354,3.86251,0.018854,0.279098,0,0,0,0,0,0,0,0,0,1.662746,1.550629,1.483706,14,2,1,0,0,-Inf,Reference
111WER022,39.985,-123.0504,111,Trinity,Other,8294601,NC,1,26.838738,39.9848361,-123.05174,1073,1236,158909.7031,16.6585,1952.4517,2.3438,2432.72,108.8171,1679,241.1563,0.0346,0.0319,0.2032,1.4778,0.1429,-0.6753,3.2583,101.7499,3.3631,3.0047,0.0572,0.1154,0,0,0,0,0,0,0.21130304,0.45733788,0.68317677,0.3585549,0.67694085,0.21075907,1,1,1,0,0,-Inf,Reference
313SAB,34.75588998,-120.347955,313,Santa Barbara,Ag,17620132,CH,3,168.6006,34.75573534,-120.3491997,130,464,38775.80078,7.03660886,482.1558442,0,284.2822494,39.76878613,2277,270.0049261,0.06153338,0.02536627,0.30228824,1.4752085,0.23778607,-0.47673321,3.87671192,65.29572092,6.96574599,2.73871645,0.42782295,0.11944356,0.43451803,0.20396636,0,13,27,48,5.4645713,5.81461027,12.5599233,1.25000437,1.49994616,3.84503113,48,13,2,0,0,-Inf,Non-reference
SMC00198,32.93701,-117.13818,906,San Diego,Other,20331208,SC,9,117.9788,32.937358,-117.1395,68,743,27635.5,7,389.206,0.8014,521.0444,39.1202,2365,309.0822,0.0867,0.031,0.4218,1.5775,0.2546,-1.4906,4.1088,119.2448,3.115,1.7951,0.078,0.1469,40.71966,61.22541,48,0,0,0,15.24384,15.4162,24.23025,6.418076,10.10758,6.676907,344,97,0,0,0,1.23,Non-reference
204R00391,37.5868,-122.0236,204,Alameda,Urban,2804385,CH,2,7.4,37.5868,-122.0236,11,280,39410.60156,8.136364,494.3125,0,398,49.27273,2046,263.1,0.04742801,0.04618151,0.2915824,1.51,0.33,0.62,1.23,37.14967,8.6,3.39,0.6,0.12,53.36983,53.36983,96,0,0,0,14.13625,13.92944,3.952274,9.2794722,9.27947218,14.56742576,13,13,10,0,1,-Inf,Non-reference
403FC0011,34.3541,-119.0228,403,Ventura,Other,17573657,SC,4,3764.115,34.35598777,-119.0259854,83,2604,44515.1,5.82494398,529.4050648,0.16541685,483.3206989,33.34881917,2388,316.1709307,0.05775766,0.02962027,0.36758503,1.55895273,0.24140805,-0.82172346,5.3291673,96.51217469,5.78705848,2.49664686,0.44491812,0.13339346,3.3402752000000002,1.6660230599999999,2,2,40,30,1.73208842,0,0,1.12634564,2.86318956,1.16971502,1667,14,0,0,0,-Inf,Non-reference
314SYRASV,34.585,-120.1446,314,Santa Barbara,Other,NA,CH,3,1499.550277,34.58480524,-120.1447441,115,1968,45819.19922,6.29573,738.658,0.021607,295.621,35.4966,2432,316.26,0.062374,0.026586,0.327776,1.51566,0.258673,-0.615993,2.02919,69.6621,9.20006,4.73608,0.747691,0.117966,0.33976594,4.09858893,14,3,17,5,2.70660392,11.17016339,22.82214156,0.84385131,3.03582947,8.68873261,336,37,2,0,0,-Inf,Non-reference
404VCLSCL,34.05382,-118.96435,409,Ventura,Other,20365103,SC,4,11.8989,34.05495149,-118.9643299,14,887,36463.9,4.2972973,495.6785714,0,316.8690436,23.91891892,2167,297.3076923,0.0581007,0.03016493,0.3734267,1.51192454,0.24159658,-0.72437495,1.50157142,86.8691433,11.65863488,4.99712118,0.58145404999999994,0.20150649,0.55215188,0.55782449,5,0,0,0,0,0,0,4.39134105,3.83331707,6.05181367,5,3,1,0,0,-Inf,Non-reference
634MKCBLG,39.01936,-120.15304,634,El Dorado,Forest,0,SN,6,14.18754,39.0189474,-120.15304,2036,795,126521.4,14.3043,1497.438,8.6667,4506.874,99.8478,1199,220.1333,0.0592,0.0146,0.2199,1.3765,0.1142,-1.6139,13.5921,157.3678,4.2456,2.0633,0.0282,0.1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
902S01097,33.48724,-117.25537,902,Riverside,Other,22549067,SC,9,18.37873,33.4867467,-117.2556,265,353,30208.3,5.7931,490.7209,0,673.2368,30.9138,2575,327.7727,0.0693,0.0309,0.405,1.569,0.2959,-1.6533,4.0665,122.0589,4.5015,2.8066,0.0252,0.1251,4.844477,1.930453,0,24,23,33,12.241,10.91792,8.653061,2.703302,2.386841,1.592926,27,22,2,0,0,1.16,Non-reference
802RB8196,33.77782,-116.72637,802,Riverside,Forest,22536082,SC,8,4.9032,33.77582564,-116.7327161,1847,1216,49229.60156,7.57142857,819.4615385,2.09433889,5514.813477,49.07142857,2122,243.7142857,0.08886481,0.03013185,0.43100354,1.63125691,0.12648149,-3.41907501,14.77978259,140.6431732,4.62259913,4.57142857,0.021585,0.16207101,0,0,0,0,0,0,0,0,0,0.04393907,0.04393907,0.28095496,0,0,0,0,0,0.27,Reference
520PS0455,39.70275,-121.77437,520,Butte,Urban,1680009,CH,5,391.2382,39.70288599,-121.7744391,71,2117,68999.9,13.1799,1760.67,3.27021,3437.2,89.1699,2385,296.64,0.03935,0.027671,0.208787,1.30043,0.153933,-0.618538,3.29041,122.43,6.85658,3.952,0.076948,0.251173,0.6878465,5.280975,20,0,0,0,2.830293,6.245768,3.896104,2.982572,4.035761,8.296916,110,2,2,0,0,-Inf,Non-reference
636SED040,39.43223,-120.20237,636,Nevada,Forest,8933510,SN,6,37.73902,39.4323338,-120.20232,1865,785,68261.7,10.822,929.0682,11.6047,3890.24,79.0508,1491,242,0.0533,0.0165,0.2049,1.3071,0.2092,-0.924,3.565,57.0528,3.8726,2.2006,0.0173,0.2002,0.2146742,0.4451699,3,0,0,0,0.159813,0.3363506,2.631579,0.7557638,0.6829472,2.648054,1,1,1,0,0,-Inf,Non-reference
524WLCR2x,40.67129,-122.6509,524,Shasta,Forest,2782249,NC,5,47.7045,40.67131412,-122.6508822,419,1029,130168,11.66891892,1261.401869,7.23636364,3901.756348,82.75,2089,317.2181818,0.03271558,0.01622722,0.15271445,1.51069542,0.20117389,-1.05954782,3.11295425,109.4660274,6.59450141,3.89890177,0.04190383,0.20144481,0.07546458,0.10320678,2,0,0,0,0,0,0,0.73130022,0.34784461,0.30317497,8,7,0,0,1,-Inf,Non-reference
801FDCCCR,34.17,-117.12977,801,San Bernardino,Other,22555582,SC,8,9.598845,34.17,-117.12977,952,1038,42712.7,7.3103,832.1818,4.5455,1644.653,44.2759,2268,286.3636,0.0651,0.0309,0.4011,1.6075,0.1765,-1.7244,9.083,152.7083,3.8875,1.7839,0.0261,0.1706,5.564418,5.478678,0,0,0,0,9.073848,8.952273,7.253886,2.000326,1.95766,0,0,0,0,0,0,-Inf,Non-reference
SMC20032,33.87664,-118.10774,405,Los Angeles,Urban,22525157,SC,4,1146.356,33.8766423,-118.10775,21,3043,29138.2,7.0105,700.6349,0.4815,862.5022,40.0418,2316,307.8967,0.0525,0.0318,0.3827,1.5456,0.2147,-0.5538,5.1947,96.1416,4.9179,2.4258,0.188,0.1451,29.13042,94.78948,84,0,0,0,8.143701,4.500726,14.17625,4.507705,13.82855,5.930509,1031,16,4,0,0,3.31,Non-reference
519AC0008,38.68389,-121.29111,519,Sacramento,Other,15022489,CV,5,5.1507,38.6839102,-121.2911,43,31,50396,8.2857,612.7778,1,618.5667,53,2406,344.8333,0.0525,0.05696667,0.3373333,1.65,0.339,-0.7932,2.033,81.8993,3.4352,1.1597,0.073,0.1169,87.2794,87.2794,79,0,0,0,13.69911,12.7206,21.19266,12.98964,12.98964,11.75847,10,10,9,0,0,-Inf,Non-reference
526PS1532,40.87166,-121.90069,526,Shasta,Other,7952070,DM,5,81.5877,40.8715849,-121.9006619,894,1173,142053,13.21259843,1557.464865,7.96969697,6040.498087,95.11023622,2094,281.5959596,0.03314903,0.0126507,0.14573264,1.20899999,0.15700001,-0.3289843,2.47499991,139.9594511,6.74521221,3.99263048,0.01939281,0.28347517,0.22724014,0.91136263,1,0,0,0,0.12244493,0,0,2.61551424,3.79237739,2.02987196,7,3,1,0,0,-Inf,Non-reference
114KDCURx,38.50092,-123.08764,114,Sonoma,Forest,0,NC,1,3.8961,38.50008393,-123.0866382,60,599,128831.2031,10,1661.636364,2.4,1284.133301,67,2028,271.2,0.03507726,0.04002608,0.22684618,1.48407503,0.22576622,-0.15047002,2.16000009,197.8864136,7.91576576,5.96011877,0.034005,0.10250267,0,0,0,0,0,0,0,0,0,1.57693625,1.57693625,2.60697526,0,0,0,0,0,-Inf,Non-reference
SMC01196,34.27835,-118.02952,412,Los Angeles,Other,22514614,SC,4,6.128291,34.278378,-118.0296,1288,498,70769.6,7.4,1033,1,999.7333,43,1986,295.4286,0.0526,0.0318,0.3826,1.5115,0.1308,-2.9459,6.6916,163.7648,4.8479,2.2692,0.0543,0.1742,0.2938584,0.2938584,0,0,0,0,5.480458,5.480458,4.982818,0.9751348,0.9751348,0.8335473,1,1,0,0,0,0.27,Non-reference
534294000,38.392968,-119.999074,534,Tuolumne,Other,0,SN,5,117.8991,38.3925897,-119.9989364,1963,1040,113550.2969,12.60893855,1239.959707,15.1056338,4753.897993,87.27094972,1407,225.9014085,0.05891435,0.01228914,0.23242983,1.37124291,0.13733125,-1.44399798,12.81469235,132.0511183,4.0452803,1.99375462,0.02363769,0.18252227,0,0,0,0,0,0,0,0,0,0.10067774,0.47787232,0.41381891,2,2,0,11,0,-Inf,Non-reference
R5BIO-212,36.14558,-118.4918,554,Tulare,Other,14971199,SN,5,17.57405,36.145576,-118.49179,1705,887,70106.3,9,909.2387,4.2,1645.939,55.70513,1675,267.4333,0.0619,0.0619,0.2611333,1.502467,0.222,-1.7244,4.229033,152.7083,3.8875,1.7839,0.0261,0.1706,0,0,0,0,0,0,0,0,0,0.00284118,0.00290699,0.04017704,1,1,1,0,0,-Inf,Reference
520WCOARx,39.15604,-121.07695,516,Nevada,Other,15012445,SN,5,46.54953,39.1551935,-121.07853,563,467,115227.6,11.7832,1413.094,3.7931,2294.795,74.8112,2108,316.0517,0.0467,0.0366,0.2552,1.3852,0.2209,-1.0216,2.5157,129.685,5.3354,4.4558,0.0305,0.2246,19.58388,3.880983,0,0,0,0,13.28796,13.90994,3.00207,7.865377,7.206225,1.682923,133,21,1,0,5,-Inf,Non-reference
204SLE210,37.84333,-122.14972,204,Contra Costa,Other,2803717,CH,2,4.59427634,37.843363,-122.14971,165,273,67246,11,692.6333333,1,598.2333,62.90473333,2061,270,0.049,0.049,0.31273333,1.52226667,0.29916667,-0.76593333,1.65013333,84.96986667,3.80783333,1.43903333,0.07203333,0.12993333,11.31486539,11.31486539,28,0,0,0,32.30589153,32.24736637,52.42805755,4.80004627,4.80004627,7.64175384,2,2,2,0,0,-Inf,Non-reference
531PS0365,37.91397,-121.07093,531,San Joaquin,Ag,2819552,CV,5,573.6533,37.9139489,-121.07092,24,763,34148.4,8.0006,505.4638,0.7683,548.6517,49.6401,2422,347.757,0.0428,0.0247,0.236,1.5571,0.2618,-0.6259,2.3853,101.3805,4.1932,2.435,0.0724,0.1724,0.1986203,1.094391,0,7,94,99,2.460319,2.286496,0.6195787,0.6724669,1.016694,0.2081185,227,2,0,0,0,-Inf,Non-reference
111BBRBCC,39.69838,-122.9225,111,Mendocino,Other,8297465,NC,1,216.855,39.6995084,-122.92445,767,1484,141044.3,15.0753,1319.469,4.038,2386.524,93.26,1733,269.019,0.0345,0.0366,0.2154,1.4698,0.1698,-0.3188,2.5062,91.5572,3.0762,4.6404,0.0491,0.11,0.01701697,0.00507937,0,0,0,0,4.339742,1.645714,0,0.3853296,0.1228095,0,3,0,0,0,0,0.12,Reference
201WLK030,38.24111,-122.90431,201,Marin,Urban,5329291,CH,2,8.36550003,38.2411885,-122.90467,10,176,90422.89844,10.3077,970.8947,1,961.4827,65.3462,1916,244.1818,0.04033333,0.0453,0.26093333,1.4609,0.3071,-0.80686667,0.8164,62.95913333,1.52086667,1.80323333,0.08226667,0.1271,2.93706294,2.93706294,13,0,0,0,5.58364712,5.58364712,13.99067288,1.9311386,1.9311386,5.04592445,5,5,3,0,0,-Inf,Non-reference
631WWK003,38.35754,-119.49901,631,Mono,Other,10744450,SN,6,284.3137,38.3580524,-119.49982,2052,1917,61252.9,10.9106,1152.138,18.9101,5496.764,83.4333,1305,203.1246,0.0566,0.011,0.227,1.2536,0.1234,-1.1725,10.1766,120.7166,4.5062,2.3416,0.0254,0.1997,0.2760105,1.216181,4,0,0,0,0.5061248,1.010049,3.342618,0.06985015,0.1932839,0.4488884,44,22,3,0,0,-Inf,Non-reference
SMC01934,33.49,-117.66595,901,Orange,Urban,20350681,SC,9,141.2134,33.4902157,-117.66594,18,1715,28075.8,6.2143,459.6144,0.345,517.0601,35.4793,2306,307.1228,0.059,0.03143333,0.3903,1.574633,0.2800667,0.7457,5.508433,37.00477,5.537167,2.436233,0.4208333,0.1236,37.79207,52.02852,99,0,0,0,14.96242,21.98233,0.7898894,7.288959,8.874849,15.89967,365,18,1,0,0,3.73,Non-reference
207SUI130,38.3478,-122.1309,207,Napa,Other,2784541,CH,2,52.83120033,38.3496297,-122.13073,93,765,68273.79688,10.9226,778.5583,0.4375,595.0209667,64.5238,2365,332.0781,0.05183333,0.06013333,0.34323333,1.47606667,0.34123333,-0.93506667,1.15056667,63.03663333,16.84073333,6.09496667,0.20906667,0.12183333,0.02214764,0.03831305,1,0,0,0,1.34248769,1.62093661,10.62176166,0.27673201,0.41501881,1.62880088,10,10,3,1,0,-Inf,Non-reference
539PS0127,37.42787,-119.6613,539,Mariposa,Forest,17099787,SN,5,16.81487,37.42787411,-119.6613123,1243,760,90535.9,8.39623,1150.53,2.04762,2090.95,56.2075,1956,292.905,0.036994,0.011354,0.191157,1.46799,0.222548,-1.7228,4.44441,152.659,3.88525,1.785,0.026166,0.170499,0,0,0,0,0,0,0,0,0,2.339265,2.671448,8.741956,5,5,0,0,0,-Inf,Non-reference
202PES050,37.258,-122.39492,202,San Mateo,Ag,17688301,CH,2,153.810407,37.258596,-122.39638,13,814,62155.60156,11.23233333,771.6266333,2.899,1245.2958,73.60466667,1751,232.6005667,0.04473333,0.04473333,0.26646667,1.5011,0.24053333,-0.15776667,3.2245,52.1403,5.7497,2.80436667,0.42923333,0.13023333,0.20888798,1.05644852,1,1,4,16,5.48316316,4.3373662,3.84850336,3.00758953,2.40727699,1.65449804,76,22,2,0,0,-Inf,Non-reference
801MLC069,34.2481,-117.51276,801,San Bernardino,Other,22557786,SC,8,27.56066,34.2464769,-117.51314,1000,1729,71418.8,10.25,1201.645,2.2941,1213.415,53.5238,2185,277.5588,0.0526,0.0318,0.3828,1.5546,0.1265,-1.4794,8.2877,144.533,3.6059,2.0088,0.0322,0.1575,0.07510449,0.1403894,1,0,0,0,0.3298067,0.6164927,1.856436,0.1036406,0.1942813,0.6698105,1,1,0,0,0,-Inf,Reference
405BH3Cxx,34.22979,-117.7796,405,Los Angeles,Other,22522897,SC,4,3.2112,34.22951429,-117.7796281,548,537,67231.60156,8.36363636,755.8,0,889.833313,50.09090909,2218,297.2,0.05234481,0.03178229,0.38260937,1.55900002,0.25999999,-1.76386726,3.6170001,156.7486603,3.47869709,1.53778337,0.02372018,0.1399883,0.02802691,0.02802691,0,0,0,0,5.01681614,5.01681614,2.72045028,0.88814038,0.88814024,1.28636981,1,1,1,0,0,-Inf,Non-reference
515PS0106,39.22557,-121.51313,515,Yuba,Ag,7970311,CV,5,50.94883,39.2256189,-121.51396,24,258,53387.3,8,648.9652,0.0484,1088.671,50.4936,2428,349.5484,0.0473,0.0466,0.2882,1.5782,0.2708,0.1756,1.5957,69.7003,3.4883,1.8053,0.0746,0.1601,0.1730776,0.3161614,0,44,60,91,3.809473,4.857727,8.280255,1.120825,1.289155,1.892041,62,18,2,0,0,2.14,Non-reference
524BCSFPW,40.53306,-121.93056,507,Shasta,Forest,2764520,SN,5,76.7367,40.53322099,-121.9306201,670,1383,88491.4,12.84120172,1172.64497,5.25555556,4480.47813,92.09012876,2259,300.1555556,0.03416134,0.01717818,0.16317798,1.21337601,0.15808322,-0.2685791,2.47496205,129.8389483,6.62868322,3.82214423,0.03953065,0.27200897,0.00234568,0.01143053,0,0,0,0,0.05981493,0,0,3.71300122,3.80681019,3.89521561,6,1,0,0,0,-Inf,Non-reference
