"BiostimVar","BSPretty","Stratum","BIgoal","Prob","Prob2","LowestThreshold","LowestValidatedThreshold"
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref01","p95","95% rel prob",0.039039039039039,0.039039039039039
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref10","p50","50% rel prob",0.138138138138138,0.138138138138138
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref10","p80","80% rel prob",0.0540540540540541,0.0540540540540541
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref10","p90","90% rel prob",0.027027027027027,0.027027027027027
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref10","p95","95% rel prob",0.0135135135135135,0.0135135135135135
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref30","p50","50% rel prob",0.0540540540540541,0.0540540540540541
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref30","p80","80% rel prob",0.0195195195195195,0.0195195195195195
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref30","p90","90% rel prob",0.00900900900900901,0.015015015015015
"Phosphorus_as_P_mgPerL","Total P","Arid","Ref30","p95","95% rel prob",0.0045045045045045,Inf
"Phosphorus_as_P_mgPerL","Total P","California","BCG3","p50","50% rel prob",0.051051051051051,0.051051051051051
"Phosphorus_as_P_mgPerL","Total P","California","BCG3","p80","80% rel prob",0.0195195195195195,0.0195195195195195
"Phosphorus_as_P_mgPerL","Total P","California","BCG3","p90","90% rel prob",0.00900900900900901,0.00900900900900901
"Phosphorus_as_P_mgPerL","Total P","California","BCG3","p95","95% rel prob",0.0045045045045045,0.00600600600600601
"Phosphorus_as_P_mgPerL","Total P","California","BCG4","p50","50% rel prob",0.506006006006006,0.506006006006006
"Phosphorus_as_P_mgPerL","Total P","California","BCG4","p80","80% rel prob",0.250750750750751,0.250750750750751
"Phosphorus_as_P_mgPerL","Total P","California","BCG4","p90","90% rel prob",0.144144144144144,0.144144144144144
"Phosphorus_as_P_mgPerL","Total P","California","BCG4","p95","95% rel prob",0.0795795795795796,0.0795795795795796
"Phosphorus_as_P_mgPerL","Total P","California","Ref01","p50","50% rel prob",0.307807807807808,0.307807807807808
"Phosphorus_as_P_mgPerL","Total P","California","Ref01","p80","80% rel prob",0.141141141141141,0.141141141141141
"Phosphorus_as_P_mgPerL","Total P","California","Ref01","p90","90% rel prob",0.0765765765765766,0.0765765765765766
"Phosphorus_as_P_mgPerL","Total P","California","Ref01","p95","95% rel prob",0.0405405405405405,0.0405405405405405
"Phosphorus_as_P_mgPerL","Total P","California","Ref10","p50","50% rel prob",0.127627627627628,0.127627627627628
"Phosphorus_as_P_mgPerL","Total P","California","Ref10","p80","80% rel prob",0.0540540540540541,0.0540540540540541
"Phosphorus_as_P_mgPerL","Total P","California","Ref10","p90","90% rel prob",0.027027027027027,0.027027027027027
"Phosphorus_as_P_mgPerL","Total P","California","Ref10","p95","95% rel prob",0.0135135135135135,0.0135135135135135
"Phosphorus_as_P_mgPerL","Total P","California","Ref30","p50","50% rel prob",0.0555555555555556,0.0555555555555556
"Phosphorus_as_P_mgPerL","Total P","California","Ref30","p80","80% rel prob",0.021021021021021,0.021021021021021
"Phosphorus_as_P_mgPerL","Total P","California","Ref30","p90","90% rel prob",0.0105105105105105,0.0105105105105105
"Phosphorus_as_P_mgPerL","Total P","California","Ref30","p95","95% rel prob",0.0045045045045045,0.00750750750750751
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG3","p50","50% rel prob",0.0540540540540541,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG3","p80","80% rel prob",0.021021021021021,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG3","p90","90% rel prob",0.0105105105105105,0.0135135135135135
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG3","p95","95% rel prob",0.0045045045045045,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG4","p50","50% rel prob",0.310810810810811,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG4","p80","80% rel prob",0.211711711711712,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG4","p90","90% rel prob",0.13963963963964,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","BCG4","p95","95% rel prob",0.0855855855855856,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref01","p50","50% rel prob",0.166666666666667,0.166666666666667
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref01","p80","80% rel prob",0.0975975975975976,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref01","p90","90% rel prob",0.0630630630630631,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref01","p95","95% rel prob",0.039039039039039,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref10","p50","50% rel prob",0.114114114114114,0.114114114114114
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref10","p80","80% rel prob",0.051051051051051,0.051051051051051
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref10","p90","90% rel prob",0.027027027027027,Inf
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref10","p95","95% rel prob",0.015015015015015,0.015015015015015
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref30","p50","50% rel prob",0.0675675675675676,0.0675675675675676
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref30","p80","80% rel prob",0.0255255255255255,0.0405405405405405
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref30","p90","90% rel prob",0.012012012012012,0.012012012012012
"Phosphorus_as_P_mgPerL","Total P","Wet","Ref30","p95","95% rel prob",0.00600600600600601,0.0105105105105105
