masterid,sampledate,XSLOPE,PCT_FN,PCT_HP
907BCT,2014-05-14T07:00:00Z,13.4,0,0
907CCCR02,2008-05-08T07:00:00Z,3.3,2,0
907CCCR02,2009-04-21T07:00:00Z,2.4,26,0
907CONECR,2005-06-15T07:00:00Z,NA,0,0
907CONECR,2007-05-03T07:00:00Z,1,4,0
907CONECR,2008-04-17T07:00:00Z,5.5,7,0
907CONECR,2009-04-29T07:00:00Z,7.2,7,0
907M23325,2015-04-25T07:00:00Z,0.2,0,0
907M23342,2017-06-13T07:00:00Z,4.8,1,2
907M23343,2017-06-27T07:00:00Z,3.9,0,1
907M23346,2017-06-15T07:00:00Z,2,0,0
907M23349,2018-05-09T07:00:00Z,1,1,10
907M23367,2018-05-29T07:00:00Z,1.2,0,0
907M23373,2018-05-17T07:00:00Z,NA,77,0
907M23379,2018-05-30T07:00:00Z,1,0,0
907M23385,2019-06-25T07:00:00Z,0.9,1,0
907M23401,2019-06-13T07:00:00Z,2.1,1,0
907M23405,2019-05-20T07:00:00Z,1.7,1,1
907S00577,2009-05-12T07:00:00Z,6.4,1,0
907S01418,2009-05-12T07:00:00Z,5.8,0,0
907S01434,2009-05-13T07:00:00Z,7.2,5,0
907S11430,2012-07-12T07:00:00Z,2,2,0
907SDBOC2,2005-06-09T07:00:00Z,NA,10,0
907SDBOC2,2007-05-01T07:00:00Z,1.6,1,0
907SDBOC2,2008-04-16T07:00:00Z,2.5,21,0
907SDBOC2,2009-04-24T07:00:00Z,2,11,0
907SDCHC3,2008-05-08T07:00:00Z,1.6,10,0
907SDFRC2,2008-05-05T07:00:00Z,0.2,10,0
907SDSVC3,2005-06-16T07:00:00Z,NA,0,0
907SDSVC3,2007-04-30T07:00:00Z,2,15,0
907SDSVC3,2008-04-17T07:00:00Z,2.6,17,0
907SDSVC3,2009-04-21T07:00:00Z,1.4,15,0
907SRSD1x,2008-04-11T07:00:00Z,NA,2.0,0.0
907SRSD1x,2008-07-02T07:00:00Z,NA,0,0
907SRSD1x,2008-07-09T07:00:00Z,NA,0,0
907SRSD1x,2010-06-01T07:00:00Z,NA,1,0
907SRSD1x,2010-06-15T07:00:00Z,NA,11,0
907SRSD1x,2010-06-29T07:00:00Z,NA,10,0
907SRSD1x,2010-07-13T07:00:00Z,NA,9,0
907SSDR11,2008-05-05T07:00:00Z,4.3,4,0
908CCTNFA,2005-11-15T08:00:00Z,2.0,12.0,0.0
908CLCANB,2005-11-15T08:00:00Z,0.4,26.0,0.0
908PPAR04,2005-11-15T08:00:00Z,1.0,4.0,0.0
909CCCSPx,2005-06-09T07:00:00Z,NA,5,0
909CCCSPx,2005-11-16T08:00:00Z,5.8,4,0
909CCCSPx,2007-05-03T07:00:00Z,2.1,2,0
909CCCSPx,2008-04-16T07:00:00Z,3.6,10,0
909CCCSPx,2009-04-20T07:00:00Z,4.3,15,0
909M24923,2015-05-07T07:00:00Z,0.2,35,33
909S00282,2009-06-09T07:00:00Z,1.5,4,0
909S14218,2012-07-11T07:00:00Z,1.8,0,0
909SHAR02,2008-05-08T07:00:00Z,4.2,16,0
909SLAW02,2005-11-16T08:00:00Z,0.1,11,0
909SLAW02,2008-05-06T07:00:00Z,0.7,45,0
909SSWR01,2008-04-16T07:00:00Z,1.1,59,0
909SSWR02,2005-11-16T08:00:00Z,1.4,14.0,1.0
909SSWR03,2005-06-15T07:00:00Z,NA,0,0
909SSWR03,2007-05-04T07:00:00Z,2.4,1,0
909SSWR03,2008-04-20T07:00:00Z,1.4,32,0
909SSWR03,2009-04-20T07:00:00Z,3.1,8,0
909SSWR08,2005-11-15T08:00:00Z,1,28,4
909SSWR08,2008-05-05T07:00:00Z,NA,45,0
909SSWR1a,2005-06-15T07:00:00Z,NA,1,0
909SSWR1a,2007-05-03T07:00:00Z,2.7,1,0
909SSWR1a,2009-04-20T07:00:00Z,1.3,28,0
909SWR94x,2005-11-17T08:00:00Z,0.6,27.0,0.0
909TCCAHP,2005-11-15T08:00:00Z,1.4,NA,NA
909WE0662,2005-06-15T07:00:00Z,NA,1,0
909WE0662,2015-06-22T07:00:00Z,1.6,4,0
909WE0662,2017-05-05T07:00:00Z,NA,12,3
909WE0662,2018-06-14T07:00:00Z,NA,6,0
910DZRA03,2008-05-06T07:00:00Z,2.4,7,0
910OTJMC4,2008-04-14T07:00:00Z,4.1,10,0
910OTJMC4,2009-04-24T07:00:00Z,0.5,11,0
910OTPOG3,2008-04-14T07:00:00Z,14.0,17.0,0.0
911CCH80x,2005-06-14T07:00:00Z,NA,6,0
911CCH80x,2008-04-15T07:00:00Z,4.4,15.0,0.0
911CCH80x,2009-04-23T07:00:00Z,3.4,30,0
911LAP,2014-04-09T07:00:00Z,0.6,6,0
911M24913,2015-04-23T07:00:00Z,0.3,50,10
911M24916,2015-04-23T07:00:00Z,0.6,5,30
911M24949,2018-04-11T07:00:00Z,NA,10,0
911M24957,2018-05-17T07:00:00Z,NA,10,0
911NCPCR2,2009-03-25T07:00:00Z,NA,0,0
911NCPCR2,2009-04-28T07:00:00Z,NA,2,0
911NCPCR2,2009-05-27T07:00:00Z,2.5,24,0
911NCPCR2,2010-05-24T07:00:00Z,NA,10,0
911NCPCR2,2010-06-14T07:00:00Z,NA,20,0
911NCPCR2,2010-06-30T07:00:00Z,NA,10,0
911NCPCR2,2010-07-20T07:00:00Z,NA,5,0
911NCPCR2,2010-08-19T07:00:00Z,NA,29,0
911NCPCRx,2005-06-08T07:00:00Z,NA,22,0
911NCPCRx,2007-05-02T07:00:00Z,1.7,10,0
911NCPCRx,2007-06-05T07:00:00Z,2.8,24,0
911NCPCRx,2008-04-18T07:00:00Z,3.6,35,0
911NCPCRx,2009-04-23T07:00:00Z,2.3,31,0
911PCH80x,2005-11-16T08:00:00Z,1.8,6.0,0.0
911PCH80x,2008-04-15T07:00:00Z,1.9,34,0
911S00538,2009-05-05T07:00:00Z,2.4,3,0
911S01818,2009-05-06T07:00:00Z,1.2,21,0
911S02058,2009-05-05T07:00:00Z,3.9,4,0
911S03354,2009-05-05T07:00:00Z,1.6,8,0
911S04086,2009-05-06T07:00:00Z,1.8,32,0
911TCAM01,2008-05-07T07:00:00Z,1.6,87,0
911TCCTCx,2005-06-15T07:00:00Z,NA,11,0
911TCCTCx,2007-06-06T07:00:00Z,2.7,40,2
911TCCTCx,2008-04-15T07:00:00Z,3.0,50.0,0.0
911TCCTCx,2009-04-22T07:00:00Z,2.4,55,0
911TJIND2,2007-06-05T07:00:00Z,4.1,29,0
911TJIND2,2008-05-08T07:00:00Z,4.6,11,0
911TJKTC5,2008-05-07T07:00:00Z,1.5,36,0
911TJLAP4,2005-06-08T07:00:00Z,NA,70,0
911TJLAP4,2005-11-16T08:00:00Z,2.4,53,0
911TJLAP4,2007-05-02T07:00:00Z,NA,20,0
911TJLAP4,2009-04-22T07:00:00Z,1.2,84,0
911TJLCC2,2007-06-06T07:00:00Z,7.7,33,0
911TJLCC2,2008-05-07T07:00:00Z,9.5,23,0
911TJNPC2,2005-06-08T07:00:00Z,NA,28,0
911TJNPC2,2007-05-02T07:00:00Z,NA,3,0
911TJNPC2,2007-06-05T07:00:00Z,3,31,0
911TJNPC2,2008-04-18T07:00:00Z,1.7,28,0
911TJNPC2,2009-04-23T07:00:00Z,1.5,30,0
911TJPC2x,2010-05-24T07:00:00Z,NA,24,0
911TJPC2x,2010-06-14T07:00:00Z,NA,20,0
911TJPC2x,2010-07-01T07:00:00Z,NA,16,0
911TJWIL3,2008-05-06T07:00:00Z,3,5,0
911TTJR01,2005-11-17T08:00:00Z,1.1,33.0,0.0
911TTJR01,2008-05-05T07:00:00Z,1.2,40,0
LALT500,2009-06-22T07:00:00Z,0.2,1,0
LALT500,2010-07-15T07:00:00Z,0.1,1,0
LALT500,2011-06-27T07:00:00Z,0.1,1,0
LALT500,2012-06-22T07:00:00Z,0.1,1,0
LALT500,2013-06-20T07:00:00Z,0.1,0,0
LALT500,2015-07-01T07:00:00Z,0.2,2,0
LALT500,2018-07-03T07:00:00Z,0.1,0,0
LALT501,2009-06-22T07:00:00Z,1.1,0,0
LALT501,2010-07-15T07:00:00Z,1.1,3,0
LALT501,2011-06-27T07:00:00Z,1.1,0,0
LALT501,2012-06-21T07:00:00Z,1.1,0,0
LALT501,2013-06-19T07:00:00Z,0.9,0,0
LALT501,2015-07-01T07:00:00Z,0.9,0,0
LALT501,2018-07-03T07:00:00Z,0.8,0,0
LALT502,2009-06-22T07:00:00Z,0.9,50,12
LALT502,2010-07-15T07:00:00Z,0.2,22,7
LALT502,2011-06-27T07:00:00Z,0.2,20,40
LALT502,2012-06-22T07:00:00Z,0.2,31,23
LALT502,2013-06-20T07:00:00Z,0.1,42,27
LALT502,2018-06-27T07:00:00Z,0.1,46,2
LALT503,2010-07-15T07:00:00Z,0.5,1,0
LALT503,2011-06-27T07:00:00Z,0.2,0,0
LALT503,2012-06-21T07:00:00Z,0.5,0,0
LALT503,2013-06-19T07:00:00Z,0.3,0,0
LALT503,2015-06-30T07:00:00Z,0.4,0,0
LALT503,2018-06-20T07:00:00Z,0.4,0,0
ME-CC,2010-07-12T07:00:00Z,0.7,5,0
ME-CC,2011-07-07T07:00:00Z,0.5,9,0
ME-CC,2013-06-12T07:00:00Z,0.3,5,0
ME-CC,2015-06-24T07:00:00Z,0,6,0
ME-CC,2016-07-12T07:00:00Z,0.4,4,0
ME-CC,2017-05-30T07:00:00Z,0.3,8,0
ME-CC,2018-06-28T07:00:00Z,0.3,2,0
ME-CC,2019-07-25T07:00:00Z,0.1,30,0
ME-SCR,2010-06-21T07:00:00Z,1.6,19,0
ME-SCR,2011-07-13T07:00:00Z,0.1,18,0
ME-SCR,2013-06-12T07:00:00Z,0.1,34,0
ME-SCR,2015-06-17T07:00:00Z,0.6,57,0
ME-SCR,2016-06-15T07:00:00Z,1.1,91,0
ME-SCR,2017-05-25T07:00:00Z,NA,45,0
ME-SCR,2018-07-11T07:00:00Z,NA,55,0
ME-VR2,2010-07-07T07:00:00Z,0,10,1
ME-VR2,2011-07-06T07:00:00Z,0.8,1,19
ME-VR2,2013-06-24T07:00:00Z,0.8,30,0
ME-VR2,2015-06-11T07:00:00Z,0.8,17,0
ME-VR2,2016-07-19T07:00:00Z,NA,43,11
ME-VR2,2017-06-21T07:00:00Z,0.8,1,1
ME-VR2,2018-06-14T07:00:00Z,0.8,11,32
ME-VR2,2019-07-31T07:00:00Z,0.4,7,0
SGLT506,2010-07-06T07:00:00Z,0.7,9,0
SGLT506,2011-06-30T07:00:00Z,0.3,13,0
SGLT506,2012-06-18T07:00:00Z,0.9,9,0
SGLT506,2013-06-26T07:00:00Z,0.5,5,0
SGLT506,2015-07-14T07:00:00Z,0.8,3,0
SGLT506,2018-07-02T07:00:00Z,0.3,0,1
SGUR103,2010-07-22T07:00:00Z,14.5,0,0
SGUR103,2011-08-03T07:00:00Z,16.1,0,0
SGUT501,2010-07-07T07:00:00Z,3.4,0,0
SGUT501,2011-06-29T07:00:00Z,2.4,0,0
SGUT501,2012-06-19T07:00:00Z,2.9,0,0
SGUT501,2013-06-25T07:00:00Z,2.9,0,0
SGUT501,2015-07-14T07:00:00Z,2.4,7,0
SGUT502,2009-05-13T07:00:00Z,2.8,6,0
SGUT502,2010-05-27T07:00:00Z,NA,0,0
SGUT502,2011-06-28T07:00:00Z,4.1,0,0
SGUT502,2013-07-01T07:00:00Z,3.9,1,0
SGUT503,2009-05-08T07:00:00Z,1,8,0
SGUT503,2010-05-27T07:00:00Z,NA,1,0
SGUT503,2011-07-27T07:00:00Z,3.8,7,0
SGUT503,2013-07-08T07:00:00Z,5.4,10,0
SGUT503,2015-07-08T07:00:00Z,NA,16,0
SGUT504,2010-07-07T07:00:00Z,1.9,0,0
SGUT504,2011-06-30T07:00:00Z,1,5,0
SGUT504,2012-06-19T07:00:00Z,1.5,17,0
SGUT504,2013-06-26T07:00:00Z,1.1,32,0
SGUT504,2015-07-13T07:00:00Z,1.3,0,0
SGUT505,2010-07-08T07:00:00Z,2.2,3,0
SGUT505,2011-06-29T07:00:00Z,1.3,0,0
SGUT505,2012-06-18T07:00:00Z,2.3,0,0
SGUT505,2013-06-25T07:00:00Z,1.1,0,0
SGUT505,2015-07-13T07:00:00Z,1.5,0,0
Site 19,2010-07-10T07:00:00Z,0.1,0,0
Site 6,2010-07-08T07:00:00Z,3.7,0,0
Site 7,2010-07-06T07:00:00Z,2.2,26,6
SMC00080,2011-06-13T07:00:00Z,5.3,0,0
SMC00080,2012-06-06T07:00:00Z,6.3,2,0
SMC00105,2009-05-12T07:00:00Z,NA,0,0
SMC00105,2016-04-28T07:00:00Z,4.5,43,0
SMC00105,2017-04-12T07:00:00Z,5.4,0,0
SMC00105,2019-05-10T07:00:00Z,4.7,3,0
SMC00153,2009-06-08T07:00:00Z,0.8,37,0
SMC00198,2009-05-20T07:00:00Z,NA,6,14
SMC00198,2014-07-09T07:00:00Z,0.8,0,30
SMC00206,2009-05-18T07:00:00Z,0.5,38,0
SMC00206,2015-06-16T07:00:00Z,4.1,1,0
SMC00206,2016-05-17T07:00:00Z,NA,2,0
SMC00206,2017-06-22T07:00:00Z,1.8,0,0
SMC00206,2019-06-04T07:00:00Z,1.8,25,0
SMC00208,2017-07-21T07:00:00Z,0.8,0,0
SMC00236,2017-05-02T07:00:00Z,NA,0,0
SMC00254,2017-06-29T07:00:00Z,0.2,0,0
SMC00288,2017-06-14T07:00:00Z,5.5,0,0
SMC00318,2010-06-15T07:00:00Z,0.4,0,0
SMC00318,2019-08-07T07:00:00Z,0.1,1,0
SMC00345,2011-07-19T07:00:00Z,0.6,14,2
SMC00382,2009-06-23T07:00:00Z,0,3,0
SMC00428,2010-07-22T07:00:00Z,3.9,0,0
SMC00428,2011-08-03T07:00:00Z,2.6,0,0
SMC00428,2012-07-18T07:00:00Z,3.6,0,0
SMC00428,2013-07-10T07:00:00Z,1.5,0,0
SMC00428,2017-07-19T07:00:00Z,3.5,0,0
SMC00436,2009-05-26T07:00:00Z,0.6,12,0
SMC00436,2017-05-31T07:00:00Z,NA,0,0
SMC00440,2009-05-20T07:00:00Z,2.1,11,0
SMC00440,2018-05-23T07:00:00Z,2.6,0,0
SMC00446,2010-07-01T07:00:00Z,NA,62,0
SMC00457,2009-06-04T07:00:00Z,NA,0,0
SMC00464,2009-05-08T07:00:00Z,2,2,0
SMC00464,2017-07-21T07:00:00Z,1.4,3,0
SMC00473,2009-06-03T07:00:00Z,0.8,36,0
SMC00476,2009-06-08T07:00:00Z,7.7,0,0
SMC00479,2011-07-13T07:00:00Z,0.9,1,0
SMC00480,2009-05-13T07:00:00Z,4.7,0,0
SMC00520,2009-05-19T07:00:00Z,1.6,10,0
SMC00520,2011-08-05T07:00:00Z,2.2,0,0
SMC00520,2012-06-12T07:00:00Z,2,0,0
SMC00520,2015-08-26T07:00:00Z,2.5,0,0
SMC00520,2016-06-14T07:00:00Z,NA,14,4
SMC00520,2017-04-25T07:00:00Z,2.8,13,0
SMC00544,2011-06-22T07:00:00Z,5.6,0,3
SMC00544,2017-06-14T07:00:00Z,5.1,0,0
SMC00574,2017-05-03T07:00:00Z,NA,0,0
SMC00608,2011-06-27T07:00:00Z,1.3,0,0
SMC00608,2017-05-02T07:00:00Z,1.2,0,0
SMC00632,2011-06-13T07:00:00Z,0.3,6,0
SMC00665,2011-07-27T07:00:00Z,0.3,17,0
SMC00670,2009-05-21T07:00:00Z,0.3,0,0
SMC00670,2015-06-23T07:00:00Z,0.3,1,0
SMC00684,2011-06-27T07:00:00Z,0.8,0,0
SMC00686,2011-06-27T07:00:00Z,1.1,18,0
SMC00702,2011-07-19T07:00:00Z,0.3,7,0
SMC00702,2019-06-06T07:00:00Z,0.2,0,0
SMC00710,2009-05-20T07:00:00Z,0.2,0,0
SMC00729,2009-06-03T07:00:00Z,1.2,41,0
SMC00748,2011-06-21T07:00:00Z,0.8,0,0
SMC00766,2011-07-11T07:00:00Z,0.4,25,0
SMC00827,2009-06-15T07:00:00Z,1.2,10,0
SMC00830,2011-06-21T07:00:00Z,4,0,0
SMC00857,2011-07-13T07:00:00Z,0.1,12,0
SMC00873,2009-05-19T07:00:00Z,1.5,1,0
SMC00873,2015-04-23T07:00:00Z,1.1,5,0
SMC00873,2016-04-25T07:00:00Z,NA,0,0
SMC00873,2017-04-12T07:00:00Z,3.3,0,0
SMC00873,2019-05-10T07:00:00Z,2.2,0,1
SMC00899,2011-07-12T07:00:00Z,0.7,0,0
SMC00910,2009-04-30T07:00:00Z,0.9,10,0
SMC00924,2009-06-09T07:00:00Z,2.1,2,0
SMC00924,2011-06-20T07:00:00Z,2.4,2,0
SMC00924,2012-06-12T07:00:00Z,2.1,0,0
SMC00924,2016-06-08T07:00:00Z,NA,0,0
SMC00924,2017-05-24T07:00:00Z,2.5,1,0
SMC00926,2010-06-28T07:00:00Z,1,70,0
SMC00958,2011-07-19T07:00:00Z,0.2,0,0
SMC00963,2010-06-17T07:00:00Z,0.9,2,0
SMC01004,2009-05-26T07:00:00Z,1.3,0,0
SMC01004,2019-07-15T07:00:00Z,1,3,0
SMC01040,2009-06-09T07:00:00Z,2.8,0,0
SMC01046,2009-05-21T07:00:00Z,0.9,6,2
SMC01049,2014-07-09T07:00:00Z,1.6,64,0
SMC01096,2010-06-07T07:00:00Z,1.8,0,0
SMC01096,2016-06-14T07:00:00Z,NA,21,0
SMC01151,2009-06-17T07:00:00Z,0.2,7,0
SMC01155,2009-05-12T07:00:00Z,0.7,10,0
SMC01158,2009-05-20T07:00:00Z,0.8,61,0
SMC01164,2011-06-24T07:00:00Z,2.3,0,1
SMC01174,2011-07-20T07:00:00Z,0.2,38,3
SMC01196,2010-07-14T07:00:00Z,1.7,1,0
SMC01208,2010-06-08T07:00:00Z,0.2,0,0
SMC01215,2011-07-13T07:00:00Z,1.1,16,0
SMC01248,2011-07-26T07:00:00Z,17.9,4,0
SMC01257,2011-06-16T07:00:00Z,2.1,1,7
SMC01258,2009-05-27T07:00:00Z,1.2,43,0
SMC01260,2012-07-16T07:00:00Z,0.3,0,0
SMC01278,2016-06-23T07:00:00Z,0.1,19,0
SMC01278,2017-07-19T07:00:00Z,0.1,0,0
SMC01320,2010-06-07T07:00:00Z,1.3,0,0
SMC01341,2009-06-22T07:00:00Z,0.4,0,0
SMC01358,2011-06-21T07:00:00Z,0.1,0,0
SMC01372,2010-07-13T07:00:00Z,0.5,0,0
SMC01384,2015-06-30T07:00:00Z,1.2,6,0
SMC01384,2018-06-19T07:00:00Z,0.8,1,0
SMC01384,2019-07-08T07:00:00Z,0.8,0,0
SMC01413,2012-07-09T07:00:00Z,1.5,7,0
SMC01424,2009-07-01T07:00:00Z,3.6,3,0
SMC01452,2010-07-15T07:00:00Z,1.1,26,0
SMC01454,2012-07-16T07:00:00Z,1.3,0,0
SMC01464,2012-06-07T07:00:00Z,1.9,5,0
SMC01504,2011-06-28T07:00:00Z,5.3,0,1
SMC01512,2010-06-23T07:00:00Z,0.2,0,0
SMC01544,2010-07-14T07:00:00Z,0.8,13,0
SMC01544,2016-06-14T07:00:00Z,NA,7,0
SMC01555,2011-06-23T07:00:00Z,1.1,0,0
SMC01567,2010-06-09T07:00:00Z,1.2,2,0
SMC01606,2009-05-26T07:00:00Z,0.9,37,0
SMC01640,2015-06-30T07:00:00Z,0.9,0,0
SMC01640,2018-06-19T07:00:00Z,0.9,0,0
SMC01640,2019-07-08T07:00:00Z,1.1,0,0
SMC01656,2012-06-06T07:00:00Z,1.3,10,0
SMC01662,2012-07-09T07:00:00Z,1.1,0,0
SMC01676,2010-07-03T07:00:00Z,0.6,2,0
SMC01684,2009-06-03T07:00:00Z,0.8,4,0
SMC01689,2012-07-05T07:00:00Z,0.4,6,0
SMC01692,2011-06-20T07:00:00Z,1.6,0,0
SMC01694,2010-06-28T07:00:00Z,0,9,0
SMC01716,2010-06-08T07:00:00Z,0.5,0,0
SMC01717,2009-05-28T07:00:00Z,1.3,1,0
SMC01726,2010-06-30T07:00:00Z,0.3,0,0
SMC01726,2019-06-06T07:00:00Z,0.2,2,0
SMC01748,2009-06-03T07:00:00Z,0.2,3,0
SMC01772,2012-07-11T07:00:00Z,2.1,0,0
SMC01808,2011-06-13T07:00:00Z,2.4,0,0
SMC01808,2019-07-09T07:00:00Z,3.2,1,0
SMC01824,2012-06-21T07:00:00Z,1.1,0,0
SMC01860,2009-05-28T07:00:00Z,0.5,14,0
SMC01881,2013-07-09T07:00:00Z,0.1,52,0
SMC01902,2012-07-16T07:00:00Z,0.6,0,0
SMC01909,2009-06-09T07:00:00Z,1.2,10,0
SMC01909,2014-07-10T07:00:00Z,0.8,0,0
SMC01912,2012-07-12T07:00:00Z,0.7,0,0
SMC01923,2011-07-12T07:00:00Z,0.4,0,0
SMC01934,2012-06-15T07:00:00Z,0.2,0,0
SMC01960,2010-06-23T07:00:00Z,0.2,3,0
SMC01962,2014-07-17T07:00:00Z,0.2,53,0
SMC01972,2010-06-07T07:00:00Z,0.8,0,0
SMC01979,2011-07-14T07:00:00Z,5,0,0
SMC01982,2013-06-25T07:00:00Z,1.6,1,0
SMC01987,2012-06-15T07:00:00Z,0.6,2,0
SMC01990,2009-05-21T07:00:00Z,1.5,1,0
SMC01990,2014-07-08T07:00:00Z,0.8,0,1
SMC02006,2009-05-26T07:00:00Z,0.3,8,0
SMC02028,2012-07-12T07:00:00Z,1.5,0,0
SMC02075,2012-07-17T07:00:00Z,1.9,5,0
SMC02088,2011-06-14T07:00:00Z,0.8,0,0
SMC02088,2018-06-18T07:00:00Z,1,12,0
SMC02092,2011-06-14T07:00:00Z,0.9,0,0
SMC02092,2018-06-18T07:00:00Z,1.4,11,0
SMC02127,2009-06-04T07:00:00Z,1.1,37,0
SMC02152,2010-07-14T07:00:00Z,0.9,2,0
SMC02174,2013-05-29T07:00:00Z,1.4,0,0
SMC02206,2011-07-19T07:00:00Z,0.8,6,0
SMC02208,2013-05-29T07:00:00Z,0.9,4,0
SMC02228,2009-06-23T07:00:00Z,0.7,0,0
SMC02232,2013-06-03T07:00:00Z,0.8,0,0
SMC02270,2010-06-30T07:00:00Z,0.6,0,0
SMC02284,2013-05-29T07:00:00Z,0.5,0,0
SMC02302,2013-07-15T07:00:00Z,0.1,7,0
SMC02417,2011-07-20T07:00:00Z,0.5,1,0
SMC02436,2009-05-28T07:00:00Z,0.5,4,0
SMC02452,2011-06-30T07:00:00Z,0.3,5,0
SMC02484,2013-06-05T07:00:00Z,0.5,0,0
SMC02488,2013-06-03T07:00:00Z,1.7,0,0
SMC02536,2011-06-29T07:00:00Z,1.1,0,0
SMC02548,2010-07-09T07:00:00Z,3,0,0
SMC02563,2010-06-24T07:00:00Z,0.4,23,0
SMC02568,2012-06-12T07:00:00Z,1.1,7,0
SMC02568,2018-08-02T07:00:00Z,2.8,2,0
SMC02591,2011-07-21T07:00:00Z,4.1,2,0
SMC02622,2010-06-15T07:00:00Z,0,0,0
SMC02644,2011-06-30T07:00:00Z,1.1,0,10
SMC02712,2012-06-07T07:00:00Z,3.1,1,0
SMC02796,2013-06-18T07:00:00Z,0.7,0,0
SMC02804,2011-06-20T07:00:00Z,0.3,1,0
SMC02884,2010-06-23T07:00:00Z,0.1,9,0
SMC02888,2012-06-26T07:00:00Z,1.9,6,0
SMC02905,2013-07-09T07:00:00Z,0.4,6,0
SMC02936,2013-06-18T07:00:00Z,0.4,30,0
SMC02972,2012-07-18T07:00:00Z,7.7,0,0
SMC02976,2010-07-27T07:00:00Z,3.7,17,0
SMC02984,2010-06-23T07:00:00Z,0,3,0
SMC03011,2013-06-13T07:00:00Z,1.3,0,0
SMC03110,2011-07-26T07:00:00Z,0.4,11,2
SMC03216,2011-07-27T07:00:00Z,12.4,2,0
SMC03222,2012-07-11T07:00:00Z,1,3,0
SMC03268,2009-05-28T07:00:00Z,0.3,0,0
SMC03280,2011-08-11T07:00:00Z,5.9,1,0
SMC03304,2011-06-29T07:00:00Z,0.9,0,0
SMC03390,2017-05-03T07:00:00Z,NA,0,0
SMC03401,2013-07-08T07:00:00Z,0.5,8,0
SMC03438,2012-07-02T07:00:00Z,NA,0,0
SMC03452,2012-06-13T07:00:00Z,12.7,0,0
SMC03510,2011-07-21T07:00:00Z,1,0,0
SMC03510,2014-07-15T07:00:00Z,0.8,38,0
SMC03523,2013-06-11T07:00:00Z,0.5,5,0
SMC03646,2013-06-05T07:00:00Z,0,5,0
SMC03737,2012-07-06T07:00:00Z,0.5,3,0
SMC03929,2012-07-05T07:00:00Z,0.7,11,15
SMC03944,2010-07-12T07:00:00Z,0.7,0,0
SMC03984,2012-06-18T07:00:00Z,1.3,1,0
SMC03984,2018-07-02T07:00:00Z,1.9,0,0
SMC03988,2011-06-29T07:00:00Z,1.9,0,14
SMC04000,2012-07-30T07:00:00Z,2.6,0,1
SMC04008,2012-06-19T07:00:00Z,1,0,5
SMC04047,2009-05-14T07:00:00Z,1.4,1,0
SMC04054,2009-05-27T07:00:00Z,0.5,21,0
SMC04121,2012-07-09T07:00:00Z,0.3,43,3
SMC04132,2012-06-11T07:00:00Z,1.8,9,0
SMC04134,2011-07-26T07:00:00Z,1.7,2,0
SMC04175,2009-06-11T07:00:00Z,0,11,0
SMC04239,2009-06-11T07:00:00Z,1.3,9,0
SMC04264,2010-07-09T07:00:00Z,0.9,1,0
SMC04294,2013-07-11T07:00:00Z,0.7,2,23
SMC04308,2009-06-17T07:00:00Z,2,3,0
SMC04383,2010-06-09T07:00:00Z,2.2,2,0
SMC04399,2009-06-11T07:00:00Z,0.3,37,0
SMC04426,2011-07-25T07:00:00Z,2.3,1,0
SMC04432,2012-06-26T07:00:00Z,6.9,0,0
SMC04441,2013-07-19T07:00:00Z,0.2,53,15
SMC04524,2013-07-09T07:00:00Z,1.8,0,0
SMC04524,2017-06-15T07:00:00Z,2.4,0,0
SMC04532,2012-07-11T07:00:00Z,1.4,1,0
SMC04661,2011-07-18T07:00:00Z,0.7,0,0
SMC04661,2014-07-16T07:00:00Z,1.6,0,0
SMC04670,2017-05-03T07:00:00Z,NA,0,0
SMC04682,2011-07-25T07:00:00Z,3.2,0,0
SMC04749,2009-06-23T07:00:00Z,0.1,43,0
SMC04750,2011-07-05T07:00:00Z,1.1,0,0
SMC04756,2010-07-07T07:00:00Z,0.3,5,0
SMC04795,2011-07-14T07:00:00Z,12.7,1,0
SMC04806,2013-07-11T07:00:00Z,0.4,0,3
SMC04880,2012-06-06T07:00:00Z,1,3,0
SMC04932,2010-07-12T07:00:00Z,0.1,19,0
SMC04934,2013-07-12T07:00:00Z,0.6,43,2
SMC04956,2011-06-23T07:00:00Z,0.4,0,0
SMC04972,2013-07-01T07:00:00Z,3.5,3,0
SMC05017,2013-07-19T07:00:00Z,0.3,0,0
SMC05020,2013-07-15T07:00:00Z,2.1,0,0
SMC05109,2009-06-23T07:00:00Z,0.6,1,0
SMC05146,2012-07-10T07:00:00Z,0.6,4,0
SMC05165,2011-06-22T07:00:00Z,1.3,15,0
SMC05199,2011-07-06T07:00:00Z,1.4,0,0
SMC05230,2012-07-02T07:00:00Z,0.2,5,0
SMC05296,2012-06-26T07:00:00Z,3.3,3,0
SMC05332,2012-06-11T07:00:00Z,3.6,6,0
SMC05379,2012-06-15T07:00:00Z,0.8,12,0
SMC05402,2011-07-28T07:00:00Z,2.7,1,0
SMC05407,2011-07-21T07:00:00Z,2.5,3,1
SMC05423,2010-06-10T07:00:00Z,0.1,40,0
SMC05524,2011-06-30T07:00:00Z,0.2,4,0
SMC05567,2013-06-12T07:00:00Z,0.4,15,0
SMC05640,2013-06-17T07:00:00Z,1.9,3,0
SMC05759,2010-06-21T07:00:00Z,0.7,3,0
SMC05764,2012-06-19T07:00:00Z,0.7,7,0
