"Stratum","BiostimVar","BIgoal","BIgoal2","Prob","Prob2","Response","BSPretty","DevSet","Est","l95","u95"
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p95","95% rel prob","CSCI","AFDM","Val",0.825825825825826,0.0750750750750751,1.42642642642643
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p90","90% rel prob","CSCI","AFDM","Cal",1.5015015015015,0.900900900900901,2.25225225225225
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p90","90% rel prob","CSCI","AFDM","Val",1.5015015015015,0.900900900900901,2.25225225225225
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p80","80% rel prob","CSCI","AFDM","Cal",2.62762762762763,1.95195195195195,4.05405405405405
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p80","80% rel prob","CSCI","AFDM","Val",2.62762762762763,1.95195195195195,4.05405405405405
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p50","50% rel prob","CSCI","AFDM","Cal",5.18018018018018,3.82882882882883,8.63363363363363
"Wet","Ash_Free_Dry_Mass_mgPercm2","BCG3","BCG3","p50","50% rel prob","CSCI","AFDM","Val",5.18018018018018,3.82882882882883,8.63363363363363
"Wet","PCT_MAP","BCG3","BCG3","p95","95% rel prob","CSCI","% cover","Cal",15.9159159159159,-Inf,34.7347347347347
"Wet","PCT_MAP","BCG3","BCG3","p95","95% rel prob","CSCI","% cover","Val",15.9159159159159,-Inf,34.7347347347347
"Wet","PCT_MAP","BCG3","BCG3","p90","90% rel prob","CSCI","% cover","Cal",28.1281281281281,15.015015015015,68.968968968969
"Wet","PCT_MAP","BCG3","BCG3","p90","90% rel prob","CSCI","% cover","Val",28.1281281281281,15.015015015015,68.968968968969
"Wet","PCT_MAP","BCG3","BCG3","p80","80% rel prob","CSCI","% cover","Cal",47.1471471471472,30.4304304304304,Inf
"Wet","PCT_MAP","BCG3","BCG3","p80","80% rel prob","CSCI","% cover","Val",47.1471471471472,30.4304304304304,Inf
"Wet","PCT_MAP","BCG3","BCG3","p50","50% rel prob","CSCI","% cover","Cal",90.0900900900901,57.2572572572573,Inf
"Wet","PCT_MAP","BCG3","BCG3","p50","50% rel prob","CSCI","% cover","Val",90.0900900900901,57.2572572572573,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total N","Cal",1.85285285285285,0.597597597597598,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total N","Val",1.85285285285285,0.597597597597598,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total N","Cal",Inf,2.11711711711712,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total N","Val",Inf,2.11711711711712,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total N","Cal",Inf,Inf,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total N","Val",Inf,Inf,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total N","Cal",Inf,Inf,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total N","Val",Inf,Inf,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total P","Cal",0.264264264264264,0.0840840840840841,0.462462462462462
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total P","Val",0.264264264264264,0.0840840840840841,0.462462462462462
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total P","Cal",0.472972972972973,0.297297297297297,0.741741741741742
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total P","Val",0.472972972972973,0.297297297297297,0.741741741741742
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total P","Cal",0.801801801801802,0.578078078078078,1.23873873873874
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total P","Val",0.801801801801802,0.578078078078078,1.23873873873874
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total P","Cal",Inf,1.15315315315315,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total P","Val",Inf,1.15315315315315,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","Chl-a","Cal",95.4954954954955,28.2282282282282,173.873873873874
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","Chl-a","Val",95.4954954954955,28.2282282282282,173.873873873874
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","Chl-a","Cal",171.171171171171,106.606606606607,292.792792792793
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","Chl-a","Val",171.171171171171,106.606606606607,292.792792792793
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","Chl-a","Cal",291.891891891892,204.204204204204,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","Chl-a","Val",291.891891891892,204.204204204204,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","Chl-a","Cal",Inf,Inf,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","Chl-a","Val",Inf,Inf,Inf
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","AFDM","Cal",4.65465465465465,1.27627627627628,7.95795795795796
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","AFDM","Val",4.65465465465465,1.27627627627628,7.95795795795796
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","AFDM","Cal",8.25825825825826,5.4054054054054,13.7387387387387
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","AFDM","Val",8.25825825825826,5.4054054054054,13.7387387387387
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","AFDM","Cal",14.039039039039,10.0600600600601,24.6246246246246
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","AFDM","Val",14.039039039039,10.0600600600601,24.6246246246246
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","AFDM","Cal",27.1021021021021,19.1441441441441,51.0510510510511
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","AFDM","Val",27.1021021021021,19.1441441441441,51.0510510510511
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_D","% cover","Cal",30.6306306306306,4.4044044044044,59.4594594594595
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_D","% cover","Val",30.6306306306306,4.4044044044044,59.4594594594595
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_D","% cover","Cal",54.0540540540541,34.6346346346346,Inf
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_D","% cover","Val",54.0540540540541,34.6346346346346,Inf
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_D","% cover","Cal",90.1901901901902,60.6606606606607,Inf
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_D","% cover","Val",90.1901901901902,60.6606606606607,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_D","% cover","Cal",Inf,Inf,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_D","% cover","Val",Inf,Inf,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total N","Cal",0.486486486486486,0.018018018018018,0.888888888888889
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total N","Val",0.486486486486486,0.018018018018018,0.888888888888889
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total N","Cal",0.912912912912913,0.495495495495495,1.33033033033033
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total N","Val",0.912912912912913,0.495495495495495,1.33033033033033
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total N","Cal",1.65165165165165,1.24324324324324,2.18318318318318
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total N","Val",1.65165165165165,1.24324324324324,2.18318318318318
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total N","Cal",Inf,2.88288288288288,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total N","Val",Inf,2.88288288288288,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total P","Cal",0.0720720720720721,-Inf,0.136636636636637
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total P","Val",0.0720720720720721,-Inf,0.136636636636637
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total P","Cal",0.136636636636637,0.0705705705705706,0.208708708708709
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total P","Val",0.136636636636637,0.0705705705705706,0.208708708708709
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total P","Cal",0.252252252252252,0.183183183183183,0.357357357357357
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total P","Val",0.252252252252252,0.183183183183183,0.357357357357357
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total P","Cal",0.56006006006006,0.432432432432432,0.804804804804805
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total P","Val",0.56006006006006,0.432432432432432,0.804804804804805
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_H","Chl-a","Cal",45.045045045045,-Inf,91.2912912912913
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_H","Chl-a","Val",45.045045045045,-Inf,91.2912912912913
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_H","Chl-a","Cal",86.1861861861862,42.042042042042,145.945945945946
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_H","Chl-a","Val",86.1861861861862,42.042042042042,145.945945945946
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_H","Chl-a","Cal",161.561561561562,111.411411411411,267.867867867868
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_H","Chl-a","Val",161.561561561562,111.411411411411,267.867867867868
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_H","Chl-a","Cal",Inf,265.165165165165,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_H","Chl-a","Val",Inf,265.165165165165,Inf
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_H","AFDM","Cal",1.95195195195195,-Inf,3.6036036036036
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_H","AFDM","Val",1.95195195195195,-Inf,3.6036036036036
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_H","AFDM","Cal",3.67867867867868,1.8018018018018,5.48048048048048
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_H","AFDM","Val",3.67867867867868,1.8018018018018,5.48048048048048
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_H","AFDM","Cal",6.75675675675676,5.03003003003003,9.53453453453453
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_H","AFDM","Val",6.75675675675676,5.03003003003003,9.53453453453453
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_H","AFDM","Cal",15.0900900900901,11.6366366366366,22.3723723723724
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_H","AFDM","Val",15.0900900900901,11.6366366366366,22.3723723723724
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_H","% cover","Cal",16.7167167167167,-Inf,33.033033033033
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_H","% cover","Val",16.7167167167167,-Inf,33.033033033033
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_H","% cover","Cal",31.8318318318318,14.4144144144144,56.4564564564565
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_H","% cover","Val",31.8318318318318,14.4144144144144,56.4564564564565
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_H","% cover","Cal",58.958958958959,40.8408408408408,Inf
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_H","% cover","Val",58.958958958959,40.8408408408408,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_H","% cover","Cal",Inf,89.5895895895896,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_H","% cover","Val",Inf,89.5895895895896,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","CSCI","Total N","Cal",1.14414414414414,0.228228228228228,2
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","CSCI","Total N","Val",1.14414414414414,0.228228228228228,2
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","CSCI","Total N","Cal",2.15615615615616,1.32132132132132,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","CSCI","Total N","Val",2.15615615615616,1.32132132132132,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","CSCI","Total N","Cal",Inf,2.96096096096096,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","CSCI","Total N","Val",Inf,2.96096096096096,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","CSCI","Total N","Cal",Inf,Inf,Inf
"Arid","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","CSCI","Total N","Val",Inf,Inf,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","CSCI","Total P","Cal",0.249249249249249,0.0405405405405405,0.503003003003003
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","CSCI","Total P","Val",0.249249249249249,0.0405405405405405,0.503003003003003
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","CSCI","Total P","Cal",0.474474474474474,0.271771771771772,0.863363363363363
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","CSCI","Total P","Val",0.474474474474474,0.271771771771772,0.863363363363363
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","CSCI","Total P","Cal",0.87987987987988,0.596096096096096,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","CSCI","Total P","Val",0.87987987987988,0.596096096096096,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","CSCI","Total P","Cal",Inf,1.36936936936937,Inf
"Arid","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","CSCI","Total P","Val",Inf,1.36936936936937,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","CSCI","Chl-a","Cal",36.3363363363363,6.30630630630631,62.7627627627628
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","CSCI","Chl-a","Val",36.3363363363363,6.30630630630631,62.7627627627628
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","CSCI","Chl-a","Cal",68.1681681681682,42.3423423423423,100.600600600601
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","CSCI","Chl-a","Val",68.1681681681682,42.3423423423423,100.600600600601
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","CSCI","Chl-a","Cal",124.624624624625,93.6936936936937,179.279279279279
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","CSCI","Chl-a","Val",124.624624624625,93.6936936936937,179.279279279279
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","CSCI","Chl-a","Cal",272.972972972973,208.708708708709,Inf
"Arid","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","CSCI","Chl-a","Val",272.972972972973,208.708708708709,Inf
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","CSCI","AFDM","Cal",2.4024024024024,0.3003003003003,4.12912912912913
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","CSCI","AFDM","Val",2.4024024024024,0.3003003003003,4.12912912912913
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","CSCI","AFDM","Cal",4.57957957957958,2.85285285285285,6.68168168168168
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","CSCI","AFDM","Val",4.57957957957958,2.85285285285285,6.68168168168168
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","CSCI","AFDM","Cal",8.33333333333333,6.30630630630631,12.0870870870871
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","CSCI","AFDM","Val",8.33333333333333,6.30630630630631,12.0870870870871
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","CSCI","AFDM","Cal",18.1681681681682,13.8138138138138,27.8528528528529
"Arid","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","CSCI","AFDM","Val",18.1681681681682,13.8138138138138,27.8528528528529
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","CSCI","% cover","Cal",20.6206206206206,-Inf,45.5455455455456
"Arid","PCT_MAP","BCG4","BCG4","p95","95% rel prob","CSCI","% cover","Val",20.6206206206206,-Inf,45.5455455455456
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","CSCI","% cover","Cal",39.2392392392392,19.3193193193193,Inf
"Arid","PCT_MAP","BCG4","BCG4","p90","90% rel prob","CSCI","% cover","Val",39.2392392392392,19.3193193193193,Inf
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","CSCI","% cover","Cal",72.6726726726727,47.047047047047,Inf
"Arid","PCT_MAP","BCG4","BCG4","p80","80% rel prob","CSCI","% cover","Val",72.6726726726727,47.047047047047,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","CSCI","% cover","Cal",Inf,Inf,Inf
"Arid","PCT_MAP","BCG4","BCG4","p50","50% rel prob","CSCI","% cover","Val",Inf,Inf,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total N","Cal",2.00900900900901,1.13213213213213,2.97897897897898
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total N","Val",2.00900900900901,1.13213213213213,2.97897897897898
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total N","Cal",Inf,2.47447447447447,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total N","Val",Inf,2.47447447447447,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total N","Cal",Inf,Inf,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total N","Val",Inf,Inf,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total N","Cal",Inf,Inf,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total N","Val",Inf,Inf,Inf
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total P","Cal",0.295795795795796,0.162162162162162,0.457957957957958
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_D","Total P","Val",0.295795795795796,0.162162162162162,0.457957957957958
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total P","Cal",0.501501501501502,0.355855855855856,0.72972972972973
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_D","Total P","Val",0.501501501501502,0.355855855855856,0.72972972972973
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total P","Cal",0.801801801801802,0.606606606606607,1.15765765765766
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_D","Total P","Val",0.801801801801802,0.606606606606607,1.15765765765766
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total P","Cal",1.43993993993994,1.1021021021021,Inf
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_D","Total P","Val",1.43993993993994,1.1021021021021,Inf
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","Chl-a","Cal",102.402402402402,56.7567567567568,159.75975975976
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","Chl-a","Val",102.402402402402,56.7567567567568,159.75975975976
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","Chl-a","Cal",174.474474474474,124.024024024024,259.75975975976
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","Chl-a","Val",174.474474474474,124.024024024024,259.75975975976
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","Chl-a","Cal",279.87987987988,209.60960960961,Inf
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","Chl-a","Val",279.87987987988,209.60960960961,Inf
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","Chl-a","Cal",Inf,Inf,Inf
"California","Chlorophyll_a_mgPerm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","Chl-a","Val",Inf,Inf,Inf
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","AFDM","Cal",4.8048048048048,2.77777777777778,7.05705705705706
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p95","95% rel prob","ASCI_D","AFDM","Val",4.8048048048048,2.77777777777778,7.05705705705706
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","AFDM","Cal",8.10810810810811,6.00600600600601,11.3363363363363
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p90","90% rel prob","ASCI_D","AFDM","Val",8.10810810810811,6.00600600600601,11.3363363363363
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","AFDM","Cal",12.8378378378378,9.98498498498498,18.1681681681682
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p80","80% rel prob","ASCI_D","AFDM","Val",12.8378378378378,9.98498498498498,18.1681681681682
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","AFDM","Cal",22.6726726726727,17.5675675675676,33.1831831831832
"California","Ash_Free_Dry_Mass_mgPercm2","BCG4","BCG4","p50","50% rel prob","ASCI_D","AFDM","Val",22.6726726726727,17.5675675675676,33.1831831831832
"California","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_D","% cover","Cal",31.6316316316316,18.1181181181181,46.7467467467468
"California","PCT_MAP","BCG4","BCG4","p95","95% rel prob","ASCI_D","% cover","Val",31.6316316316316,18.1181181181181,46.7467467467468
"California","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_D","% cover","Cal",52.1521521521522,38.7387387387387,79.1791791791792
"California","PCT_MAP","BCG4","BCG4","p90","90% rel prob","ASCI_D","% cover","Val",52.1521521521522,38.7387387387387,79.1791791791792
"California","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_D","% cover","Cal",81.0810810810811,61.1611611611612,Inf
"California","PCT_MAP","BCG4","BCG4","p80","80% rel prob","ASCI_D","% cover","Val",81.0810810810811,61.1611611611612,Inf
"California","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_D","% cover","Cal",Inf,Inf,Inf
"California","PCT_MAP","BCG4","BCG4","p50","50% rel prob","ASCI_D","% cover","Val",Inf,Inf,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total N","Cal",0.552552552552553,0.237237237237237,0.84984984984985
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total N","Val",0.552552552552553,0.237237237237237,0.84984984984985
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total N","Cal",0.990990990990991,0.696696696696697,1.32132132132132
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p90","90% rel prob","ASCI_H","Total N","Val",0.990990990990991,0.696696696696697,1.32132132132132
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total N","Cal",1.69369369369369,1.36036036036036,2.14414414414414
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p80","80% rel prob","ASCI_H","Total N","Val",1.69369369369369,1.36036036036036,2.14414414414414
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total N","Cal",Inf,2.76276276276276,Inf
"California","Nitrogen_Total_mgPerL","BCG4","BCG4","p50","50% rel prob","ASCI_H","Total N","Val",Inf,2.76276276276276,Inf
"California","Phosphorus_as_P_mgPerL","BCG4","BCG4","p95","95% rel prob","ASCI_H","Total P","Cal",0.0795795795795796,0.0315315315315315,0.124624624624625
